Destination,1990-1995_(mf),1995-2000_(mf),2000-2005_(mf),2005-2010_(mf),2010-2015_(mf),2015-2019_(mf),1990-1995_(m),1995-2000_(m),2000-2005_(m),2005-2010_(m),2010-2015_(m),2015-2019_(m),1990-1995_(f),1995-2000_(f),2000-2005_(f),2005-2010_(f),2010-2015_(f),2015-2019_(f)
Egypt,-0.807415063951716,2.0281828328200335,8.667535520197456,1.6823380401331276,2.63310279165485,8.859978675117771,-0.7644666077058863,2.0747937464875617,10.399457202828144,1.0485875397043634,3.503111483040318,6.68718827507319,-0.8558042634853137,1.9754162275877527,6.5011933392221,2.524660531425298,1.4603058045254529,11.650741179551538
Libya,2.1142932353712385,2.2113162936483013,1.9392564911108336,1.7972840284116023,2.3984545291242685,1.4812160081803905,4.298859382160484,4.077264197754344,3.775076451810474,1.8890711244453482,2.290171577810416,1.4812261461456926,-0.6864681944086579,-0.8530437186543606,-1.998057947223219,1.567738887790638,2.668864682850834,1.4811909294707881
Morocco,-1.724501210210987,1.0347201626143878,0.5008966522946454,5.308386298231297,5.299786406951089,1.610521249288433,-1.9984778746686898,0.7246058604313407,0.22637893217628413,5.209322572535937,5.216093982126478,1.6132272392832885,-1.4215359729180175,1.3673479849774748,0.7866203766856937,5.4095521940977145,5.384470831906034,1.6077943905106096
Sudan,-5.730388813397641,-5.37650811607039,-7.7512604659699145,2.4849793669826385,0.05855243556152996,16.96436717188962,-5.623401165353159,-5.235783958430842,-7.500403716085083,2.46452355924088,-0.1702974833089698,16.653574860448042,-5.83640612854035,-5.517692041896203,-8.007953265601927,2.5061563110061895,0.29250107266705994,17.274552765766675
Tunisia,-0.0616999606031889,-0.6157137626220961,-0.9360813239560525,4.174037417898182,5.392294250856091,0.4048795800923154,0.15285355729941433,-0.3880940350680273,-0.7405628056200257,4.226816783901167,5.4853907085973725,0.41613246144991617,-0.2764777843452889,-0.8486976760423703,-1.1405598646661583,4.118132876533501,5.292940203680816,0.3928067716674321
Western Sahara,2.122829212817955,1.9128936781023804,3.3616525359099327,2.8770887217121266,2.841827147074631,0.9704901225168086,2.3905184493792078,2.1350528258999537,3.823471403106947,3.216176700516974,3.159437075091635,0.9776886899560147,1.7973821000200292,1.6353190939313533,2.7616737473210518,2.4155589310047265,2.392250767300556,0.9600994784071264
Western Asia,2.0306935873836123,1.806006971879781,3.1228237650258275,7.036743764823184,5.305141133487183,3.349070952018933,2.199699732676074,2.028861340065461,3.8076701847009566,8.10652580294022,5.158850275363023,3.4439608397705017,1.7892652534562452,1.4799286932855138,2.0616565839967995,5.173757530277507,5.576498717494251,3.1739422874164354
Armenia,1.0413443688876318,-1.0683515098324803,-6.76392952973485,-15.966037884705194,-1.9847960578369837,-0.13635515423701067,1.0414031264050427,-1.068404915213483,-6.89361373657659,-16.077593409106736,-2.0207848893712534,0.18174645946318085,1.0413034266060484,-1.0683142969150552,-6.674060214781914,-15.889515319216073,-1.960262147703911,-0.3552186389245285
Azerbaijan,-0.9384837144935227,-0.9846988004563916,-1.609099120722142,-1.7499037480631408,-0.935969521373892,-0.9993069843574466,-1.0865326672735578,-1.14911017491709,-0.8428101553760957,-0.8797406846757191,-0.4548206245825777,-0.9991661725227987,-0.8239672179093697,-0.8592700721332216,-2.209665493521796,-2.484472203592652,-1.3685300774421645,-0.9994365015409052
Bahrain,3.465158881052503,3.0039730147855375,10.469731176784066,9.75053261932763,1.359737542154937,1.2811234037858086,3.2280325331748543,2.732794096732288,11.141240062138642,10.002561985381524,1.3432592439248487,1.281133822611099,4.030190530961714,3.6233686580502624,8.882884379365583,9.105968090802191,1.4027735461961797,1.2810962336026273
Cyprus,6.928687059050495,5.135877292772356,7.61214028041801,9.864280279470657,0.016046431311491284,-0.01276234458958314,5.986846248353269,4.601499740158706,7.447441563924971,10.19174555504063,0.052830758213238106,0.31146888789080035,7.719383539711395,5.555352703586382,7.737465608894451,9.613295769741342,-0.0126041468106105,-0.26866570121403943
Georgia,-13.862943611198904,-13.863074987463813,-1.0259073751718508,0.19897649412961604,0.9756207191830917,0.7546167556653895,-13.862793557367093,-13.863243719988347,-1.0258342971400571,0.1992881153536554,0.9754458245634177,0.7432355212521606,-13.863060444206567,-13.862943611198904,-1.0259642739710364,0.198733860655285,0.9757568958743021,0.7634747729778095
Iraq,17.38231505406023,1.0798139188466787,-9.197891694973608,-2.484332398527961,22.377798016468812,0.5967073793628547,14.44958093173146,0.9595311824420898,-7.966945741906213,-2.0604758378549337,21.06937178833334,0.5968110277097585,22.20469045754424,1.2418413045005077,-10.972566091901461,-3.161580999720786,24.35683220776002,0.5965629434584794
Israel,1.8639601950960927,0.6491482123707778,0.40841750155753714,0.6366175188000194,0.6169769935774388,-0.6978777390487007,1.4884823033429677,0.5554137648719789,0.32746269332621464,0.5129971021707415,0.5001672001554353,-0.697870064099099,2.1938626270360246,0.7297135097911708,0.4774368185940235,0.7410208292996756,0.7145433340431306,-0.6978841153476152
Jordan,5.866269261346839,4.530144524922604,3.749905778762962,3.156597657081551,2.6709198095821303,1.8175430268304524,5.824134134139949,4.505047683525216,3.7153643458612615,3.132106545460113,2.481438479801226,1.8175523114953807,5.9103110369565375,4.556287054217564,3.785777157003735,3.18195539384927,2.864991743749564,1.8175336079689484
Kuwait,-3.0602787526734834,4.02773802822269,3.351007384793255,6.781653919283912,8.524095255429085,1.4298892797738667,-2.0373685647756523,5.054508001533358,3.750461376196927,7.096228439781011,7.458891665522749,1.429881213590165,-4.769636079787997,2.0474057665304137,2.4937139346833908,6.066803001070771,10.807478001710932,1.4299051887303318
Lebanon,2.995349566532692,2.6046267418366664,1.7634685136343322,1.620498520512469,17.54622189261541,-1.4250509161090346,2.957037418818703,2.575678844591041,1.9932678114302353,1.8125394468108804,15.943612891477457,-1.4250454928829805,3.0354032739306644,2.6347866938299664,1.521565234166835,1.4138955729901541,19.15334413851357,-1.4250559352636456
Oman,11.47760216821344,2.8922831204161925,1.3201583217972113,4.063105394022997,16.432310430915653,5.20892572339601,10.864870860786198,3.1392363180494787,1.5536955407935917,4.430820624616082,17.139233460245784,5.2089363546034075,13.724795495202684,2.0248964576302737,0.4531939153208898,2.594226669249575,13.170082615006203,5.20887148853347
Qatar,3.0993056596297652,-0.10956956581268798,11.711554805349522,16.25784183459869,2.9470907977554543,6.963264052087262,3.561683617509935,0.3138535669579775,11.948964348110616,17.68157171140572,3.206169080462634,6.618894584534704,1.7969942315143417,-1.4108672545579815,10.930048806771964,10.526727122539887,1.6463818703255317,8.688019558324434
Saudi Arabia,0.49110340320065005,0.5418540330128858,4.22614496063117,5.194191372800129,4.9019952875468835,4.935616298408671,0.5436153376271461,0.5842890561852784,4.790361718651833,5.664651297069401,4.583587721313125,4.689979190352926,0.38636749515553687,0.45661162884596956,3.038363978184458,4.11864854365758,5.638945085847995,5.480665139955816
State of Palestine,-0.4606421139520003,-0.47150229606759286,-0.6338440364301774,-0.6545912682994507,-0.19667603418849752,-0.17398478051226454,-0.5795459041559408,-0.5968420178369478,-0.808379480703445,-0.8422602695021976,-0.2546486085030419,-0.17391258893928924,-0.3606517462832564,-0.36727484475414923,-0.4906795229320294,-0.5031607933787418,-0.15041350384294028,-0.1740422401196733
Syrian Arab Republic,3.0216269812722176,0.10341500748713324,1.013324167971895,14.21220140946716,-14.375313451601631,-0.09562857903534519,3.005572519641897,0.2286958472757312,1.0228328128580424,14.130396380608431,-14.371072526828769,-0.019106276779633266,3.038310487631756,-0.02750390276655761,1.0033188719510253,14.297961226224556,-14.379741774227492,-0.1758004187526325
Turkey,0.8823297938797815,1.0380619130279187,0.5888128468858933,0.7118129651564891,23.13315560860302,7.542903022107596,0.5672528431633693,0.7296678058943811,0.09493558023773203,0.22562730355533503,26.796632545711397,7.745393976497686,1.1877803158501778,1.3280607632568133,1.0357017137041842,1.1318905323727315,19.41144427565584,7.293222391282134
United Arab Emirates,6.673762765800137,5.875405770935745,5.866328651307623,16.039513859521808,1.7734621876256937,1.7861784435400898,6.807856509156377,5.8759052868434845,6.137195279061252,16.549966582662616,1.5041026704015792,1.7846606677046257,6.3362139322508,5.874133376404668,5.159286305202361,14.606323210317465,2.5470634031180293,1.7904250534813426
Yemen,2.7692585859908387,1.1977072996741336,3.4084866348322715,10.351668106666994,5.510661548505273,0.3753124006658855,2.994215913760943,0.6775684934749835,4.109315960855139,9.13494555451717,4.892370954066334,0.37630997907113384,2.474745690026355,1.8673440326070303,2.496651355185877,11.89006004401478,6.216672143167202,0.37421032682819183
CENTRAL AND SOUTHERN ASIA,-4.166141563322025,-0.7486464040576073,-1.531712368105082,0.6417020498430323,-0.13585654666407926,0.23447717543024468,-4.346686961374504,-0.593537805964893,-1.718178843881486,0.861905713883207,-0.2765031546861617,0.19240278401841457,-3.9800234749096353,-0.9083353789623044,-1.3400432627681078,0.41496478914748836,0.009546845581120246,0.27759109359788847
Central Asia,-2.318861655571237,-2.5841585956880526,0.17955107273698034,0.1107002616219419,0.4798775491680837,0.6886105759145187,-2.2536125165804823,-2.6406640695566286,0.7262580053493709,0.6310244484110876,0.8319934938034321,0.7306293330400588,-2.3720327629045737,-2.5380943970530527,-0.2762789474573267,-0.34513137848263253,0.1584182765197502,0.6495354700178154
Kazakhstan,-2.1398531080183028,-2.469761288406405,1.5321159913361373,1.4415140389840009,1.2276667869640827,1.0999046745699104,-2.135139556061634,-2.4685362765310406,2.1367748754983333,1.968485308548311,1.5695152035088418,1.0999150342693509,-2.1438751874462554,-2.4708068801408336,1.0011203819128278,0.9531775277367251,0.8972309048300064,1.0998944910046689
Kyrgyzstan,-3.6810439423544374,-5.698643678122216,-4.621272982846649,-5.752284024650909,-2.5405342601928367,-0.5093567387460769,-3.6810518920678845,-5.698510200916087,-4.815442175375159,-6.058298941909936,-2.708236509933374,-0.5108363668908438,-3.6810382339997503,-5.698739523003752,-4.483000413855256,-5.538954243591801,-2.4259453395285906,-0.5083528880216408
Tajikistan,-4.160493642238464,-3.021760615182904,-1.3131714631402045,-0.04697703641584127,-0.33930701416477693,-0.09377765142278573,-4.262202128337703,-2.860264715468617,-1.6210816672077788,0.06201096326978484,-0.52261738493385,-0.09119860142661074,-4.081498334370114,-3.147526492168619,-1.0749308436481246,-0.13056235284571133,-0.19918127041916658,-0.09573342128847455
Turkmenistan,-2.2735700357489734,-4.443232689763099,-0.5567331610456953,-1.4675999316945376,-0.1625955120586374,-0.15951400594514464,-0.3082345384062961,-5.016862272138891,-0.31291074696795534,-2.208153372350176,0.19696588255885367,0.19290408110350352,-3.9498244534356344,-3.9218710272652024,-0.7748584121525538,-0.8202478095843939,-0.4712975516563852,-0.4712942607146586
Uzbekistan,-1.7755400024188472,-1.454237834812178,-1.119502277405876,-1.7230966134347456,-0.8244671602774417,-0.05320067310445152,-1.9166814804570613,-1.6256125602316107,-0.5510390342334002,-1.0911806359281155,-0.45860174313177166,-0.030849798875844815,-1.6663326196693256,-1.3234565625896841,-1.5610646050610995,-2.2411819243841857,-1.1384648675254971,-0.07272802304593573
Southern Asia,-4.833952679506279,-0.08483052744719827,-2.1479157794224504,0.8406519300411478,-0.36723168307090076,0.05796594179024616,-4.989306964287164,0.035893614126167726,-2.4799161673926906,0.9392160679622348,-0.65886169130786,-0.0031301597690987885,-4.6596434883832885,-0.22003489638587567,-1.7801969815606382,0.7328215818783547,-0.05136862347087843,0.12297736157953584
Afghanistan,4.299811698438451,1.1927108712319545,2.7941964920774924,3.160624230155081,31.330226812223277,-29.621141190587785,3.6645444373451332,1.828172669103746,2.7947517811444174,3.160331639747057,29.177401583096096,-29.928545823531916,5.094004286351655,0.39826622190719607,2.793476972762125,3.1610033617403084,33.814047321852634,-29.309130654100336
Bangladesh,1.1701069064545566,1.1054166919211827,3.328012571533882,2.852412555738796,1.1166079329746341,10.731651577918123,1.1386565490594553,1.078284391875992,3.104590045575751,2.6867667800793074,1.1349272421408405,10.053170180503344,1.206967901439675,1.1371158442670068,3.5855418690080882,3.039407487631999,1.0960891389677878,11.471059729333973
Bhutan,3.2244870952249753,2.7760800896155575,4.51644454006606,3.681654203684221,1.0797791127335121,1.0292752998167531,3.2239816630149067,2.7764690319543153,4.457984933301974,3.6426639576626076,1.991508312898478,1.0293048972404872,3.2267174869546236,2.7743637761647526,4.77240539145589,3.8501575831030124,-3.3962783288249074,1.0291087090463102
India,-1.7680062425293321,-1.6199345689285702,-1.5812856317637907,-1.705360750216655,-0.7445977384920377,-0.4147147480225684,-1.8940796436505445,-1.7682914224137587,-1.6246075723308322,-1.7565682172022083,-0.7677945789638856,-0.4147080940598601,-1.631014745270849,-1.461012098906087,-1.5353361903207203,-1.6513110166102345,-0.7202067378897403,-0.4147217362106699
Iran (Islamic Republic of),-7.580875749389744,-0.9327729215891783,-1.749759068893966,1.4461325951833728,-0.2561341250514989,-0.40867051074424865,-7.293678993770255,-0.5190901537899376,-3.2872921729588596,2.167130997857689,-1.6779967960179325,-0.4086535545913312,-7.971968953629334,-1.5202595484216344,0.2968553971514761,0.5319057910009013,1.4793497396027986,-0.40868963809855646
Maldives,15.125065374566745,7.618547095345021,10.168470175014921,3.869037906303014,3.2405150190423297,1.8642267039825065,13.201075477496316,9.559287860113054,11.938552369041568,8.640606749015484,6.014092964263335,1.8649612962855526,17.24821900863967,5.474919689452305,7.765507914596907,-6.552339634610094,-9.809266080976466,1.8590052693197912
Nepal,9.465857792995802,0.7862530437881419,-1.1007266763697867,-3.2116809684083565,-2.546739376965368,-0.9333036171795758,10.88581544042796,2.1693097805262624,-0.5663863854094923,-4.3192992845251865,-3.8463314083407014,-1.291750601967315,8.846619405934389,0.11817819646086998,-1.377948520715103,-2.6491972932551104,-1.9431396629660944,-0.7762064334226202
Pakistan,-10.517371094729548,2.615309395847994,-5.533598725698628,4.349891168948975,-2.3391817542498217,-1.8379333780902876,-10.29226992852094,2.8491216562509654,-5.505769028367662,3.8813739410159345,-2.33917392628791,-1.8379356936826579,-10.769982359953637,2.34641184575987,-5.566058202627909,4.883629489242193,-2.339190451316682,-1.8379308054068462
Sri Lanka,-0.34951497488623195,-0.35024915463126494,-0.30430675690247416,-0.2889774424889962,0.3798499736218855,0.1956760779853487,-0.636764401375412,-0.6431364713553794,-0.6034323141457623,-0.5941596616837244,0.049229012041447674,0.19686086261137284,0.015431249043291377,0.009913805176419474,0.05169240415117792,0.06251204606650777,0.7479515560964143,0.19437975517918846
EASTERN AND SOUTH-EASTERN ASIA,3.9770890232264273,4.618534931286488,4.178236863981731,3.9168121420744764,2.532653818708332,0.5841275506691717,3.55780435936799,4.183441447092203,4.347155182976129,4.070422265103865,2.7192548137245853,0.7220888177519373,4.409729175231582,5.048623484816992,4.013465659768381,3.7645583137024734,2.3445265582750614,0.44294268561133715
Eastern Asia,3.172032307929072,3.008845762192433,2.8812503294765497,2.5127568988650455,1.5624595121783333,1.491237961572583,2.602111287064988,2.3008591348313745,2.8224125141588,2.5104771200960716,1.6822539998321298,1.5867306968952586,3.73572279771866,3.6666802244756234,2.9339375097292426,2.514792456347681,1.4548998971743536,1.4046948973439644
China,3.2241791281447294,2.7758125779982286,5.799893881496625,4.4905947630537675,2.809677939866768,1.315066281339692,2.999934514033005,2.6080912774577545,8.046073093531039,5.721951795476528,3.4219600436622493,1.3150743165718293,3.454960773576092,2.9450392549410407,3.2677719506968526,2.808143216882083,1.874300817421527,1.315053521068512
"China, Hong Kong SAR",1.93468530250001,1.7639238575818215,0.3867248399449997,0.4269424110115725,0.4180185860710233,0.8960520761412183,0.8792913451001894,0.8422398839169651,-0.6721860505050541,-0.6445045955153917,-0.4865871518057884,0.5163472675564299,2.9645124395415836,2.5812889273056463,1.2437995987373798,1.2160442469975778,1.0302956539850243,1.1404104625283418
"China, Macao SAR",1.85091151395203,1.3628908094034302,2.967715565123674,2.6265239512448586,3.3224669352306426,1.5157328587110568,1.4565595439959482,1.0762461386358408,3.5115666315592784,2.3176692664096477,3.5208845136714446,1.5157755846289027,2.194277120204464,1.6046977495662758,2.5033971589246686,2.893078572572434,3.152106766517276,1.515695834697551
Dem. People's Republic of Korea,0.6008018990017168,0.5832788671955583,2.054242465541944,1.8623072455337446,1.9256112512447414,0.47778175908326537,0.19339301023575256,0.19154086274095541,2.155766741579957,1.9449252424004126,2.045551458384196,0.4785916193045479,1.0162286170670023,0.9670798446984291,1.9561972252988884,1.7817936472959781,1.8075480261272092,0.47697978933673063
Japan,4.732221246859046,4.2679121186456825,3.5257176941357162,1.1832170940220375,0.8982761767893529,2.821607877526973,4.662500620595384,3.167196433030327,3.1141518653902067,0.8675721763627637,1.5352313913886033,3.506208351914955,4.8019857323275925,5.308294521532857,3.887386529495071,1.4513416582097376,0.34899931509133353,2.1973483938165006
Mongolia,1.9985500858759677,2.0029519707218975,6.709588773570739,6.722224021354785,4.271194655832229,1.514580210923732,2.9328671493365883,2.844159277516713,10.138358218988142,8.994779419705251,2.234079791600025,1.5151727266034603,0.981864807908445,0.9964069732709928,1.368871436603689,1.3962609574168237,9.131660648491188,1.513387957174629
Republic of Korea,21.048678421804755,13.574480980904804,13.765130457354061,12.760343593901059,4.342564737505411,0.445835405558772,21.335496468247996,14.101208911248172,13.714431113198678,12.282055101782278,3.9900585322342015,0.43836980952677446,20.672959997559566,12.850704508529248,13.836791011034686,13.41546894943021,4.802481991336534,0.45537682246151406
South-Eastern Asia,5.034672432855787,6.4695754190307735,5.460767319460198,5.135939505481324,3.28826756110185,-0.11459470400678796,4.754454170125758,6.209244553924019,5.730944385721709,5.298309684926036,3.447663131633049,0.12373448817320858,5.340259030172786,6.745620426216706,5.174135412633933,4.959781035341752,3.1123986457195616,-0.38246637524199567
Brunei Darussalam,2.929734523895564,2.5548926783077897,0.44061205731980413,0.43131281439805264,0.4222072980596312,1.8539334017959122,2.6691943148773962,2.354173972990576,0.5347245306957323,0.5207995091717113,0.5075813746992942,1.8541111141894142,3.272444004022907,2.812003149940774,0.32079132831945345,0.3161830557081123,0.31126216371240334,1.853701323112411
Cambodia,17.537585026805324,9.198063736672895,-4.954366056568576,-6.600632422750598,-2.0574750390565226,1.5357486675699905,17.31604834756018,9.139459088126877,-4.392988511668518,-5.637249492186689,-1.697819652701212,1.5357544978875965,17.75435620384247,9.25461973439842,-5.509858100029401,-7.63099113423213,-2.4696744403955093,1.5357418552466549
Indonesia,-4.118440213309698,-5.192520775728266,-0.18828925320720688,1.065692491025562,2.0347582078046975,1.085943199339422,-3.643386366895059,-4.458304741752219,1.528685388019135,1.101592621684236,2.355152375113362,1.0860353747977427,-4.592849118583368,-5.9723104466368495,-2.270603120881204,1.0177078671025792,1.5974128471800848,1.085814969764055
Lao People's Democratic Republic,0.5691020283694297,-1.3886034668304121,-1.4912739672261695,9.620613473385257,6.468082954625795,1.459167151965127,0.654922086962059,-1.0691431402500169,-1.1277104393130477,12.216979153115295,7.5284216506722235,1.459858048739185,0.47708520248775765,-1.7384619251368478,-1.9040850642270921,6.12201077629372,4.680679294275963,1.4579162574404032
Malaysia,5.956824734640602,8.911542374384505,5.412958559930058,4.622895968765804,6.107210173872409,1.1155004854149306,5.526386271400672,8.60733266457476,6.410711046073221,5.198007858943001,6.120172756931798,1.2332044848196653,6.543790075511864,9.308930495747088,4.0546699806456905,3.762076135244747,6.087081288091719,0.9314660951061975
Myanmar,-3.2240113932631154,-2.963164255220889,-3.3187590001346736,-1.6595168360909591,-0.8296508203932548,0.9005909927997815,-3.2420827032136708,-3.29468231158791,-3.1700033980571454,-1.3629807934125011,-0.6831077946668334,0.900745113192296,-3.2026926992206177,-2.579384076504261,-3.4892691326808367,-2.007709481373258,-1.005935040097557,0.9004040895561538
Philippines,5.939410749111392,8.559320154391278,-4.2290927953449815,-4.209633836908358,0.3104274125764099,0.7747046390478329,5.5798024633550085,8.185789770472073,-3.929630427717902,-4.1802276271396,0.3399005177172987,0.7748734818119132,6.334142563334301,8.954020705678762,-4.544315321580187,-4.2411149012079115,0.27877834283954095,0.7745230522858024
Singapore,6.198481631790483,6.198016016822162,4.709685548277279,4.7096905638948225,3.225402658869843,-4.13754114646378,5.548233919979623,5.526341298526324,4.639547468912779,4.639295043541962,3.2018715628338628,-4.177060465405137,6.770340142573734,6.753634710728289,4.765773515777803,4.765630080878761,3.2440229494242683,-4.106346369222374
Thailand,8.52561171524638,8.808952577894956,10.846438484689616,7.979213470655363,1.5648473682664577,1.043166737361016,8.159142532094258,8.36701978615528,10.338769763598455,8.0540594168291,1.4987361706762372,1.0390704341876575,8.941086460663715,9.289086595026461,11.371682969945192,7.903465581955568,1.6317846037180592,1.047299769763976
Timor-Leste,1.6889743724886102,1.689871682448205,1.2504071396266785,0.4451248306601029,-6.068058404774583,-0.304071765294633,1.3594725128114915,1.347638897119296,1.81141245061218,0.9077335403271335,-2.5121735297554753,-0.30291556834880884,2.009280003983448,2.0118023848756583,0.7169737866849109,-0.01752694880376404,-10.509726240695853,-0.3058370232016617
Viet Nam,12.01079592588578,2.035528030141675,-1.83907881408247,3.528378780494305,3.2885731990745777,1.1120257292686717,12.311874236785966,3.0465908288498205,-1.0757938713298314,2.9062466328791436,3.178971625731603,1.112582871547015,11.649062690284854,0.7268266421652607,-2.9358969613985044,4.42993326151337,3.4404748272393766,1.1112585717878012
LATIN AMERICA AND THE CARIBBEAN,-1.3656082530912665,-0.3559249037946488,1.8982884207893638,2.683597798688886,2.668294565851976,5.304233254381339,-1.4212427223195887,-0.40721695884477355,1.8142933159986738,2.6853578247331207,2.7937382198532,5.343798302519299,-1.3097495243905906,-0.30470088793925504,1.9816081505613914,2.681859059849314,2.543579760421726,5.264588559871896
Caribbean,1.6740562385107307,1.6556841855287836,0.9926608182946949,0.23528077755319105,2.317803489128927,0.5784730152999155,1.5292911953473896,1.5284272059799662,0.9314862047355434,0.2089024876380574,3.195715945350778,0.6095591389926267,1.8298655678743205,1.7907358676667424,1.056956150341957,0.2628806152465911,1.3573462695721148,0.5428164254108949
Anguilla,5.103097221155741,4.057217140813488,2.8446165745976226,1.7135231269272713,1.3890002870411078,0.9374136115351425,4.608602702279707,3.742998973326089,2.91778546942246,1.774135431497489,1.4223243890398247,0.9552892857911237,5.566026404231433,4.340164152975139,2.7794811117614033,1.6592229738121387,1.359013238170155,0.9212915568788625
Antigua and Barbuda,7.554670977998787,5.470449353431933,1.3977073787171324,1.3071333162599392,1.2269191745078458,0.9810998878555854,6.632736342394783,4.970420289830036,1.378306380841433,1.2894131562855644,1.2112947717742197,0.9825139165012611,8.369830071692792,5.8842117794697115,1.4133847803920094,1.3214284819683804,1.2395046924206279,0.9799616271211321
Aruba,8.662819511113943,6.0247594864045535,1.556240969995113,1.0692422947053621,1.014967705350579,0.28769967589359285,8.783254039287621,6.08228792516675,1.48226511417841,1.0072433046353861,1.014890373324995,0.2885567325079289,8.565689526337108,5.977988200412879,1.6163394490096978,1.1193017041678455,1.0150299701019219,0.28700958816333266
Bahamas,3.2882499910733753,2.823733377833006,4.474937391657742,3.6544713369923993,1.6037770617696825,1.495522212041054,3.6796717404164236,3.1077533172546503,3.9439902430177423,3.29287759733546,1.4631902870358722,1.4962904891710855,2.8642683068258004,2.504984372917852,5.063161179912982,4.036842955243294,1.7486652066547228,1.4947360350262835
Barbados,1.7524338264088926,1.6111767343450407,1.4910031310363563,1.3881280983663244,0.9808800698101127,0.23960230746293276,2.1993969309107535,1.9813142301294349,1.8026049735246967,1.6548398749491946,0.9818734193352484,0.24095797920252704,1.423842744356751,1.3291783794177554,1.246320665274956,1.173189854335667,0.9800698152280126,0.2384964098686308
British Virgin Islands,4.467350922767542,5.090776253998253,2.9480588251288418,2.5688107860781395,2.2761097445987173,2.063310220757237,3.978129641281279,4.7578639515893215,2.950140638454781,2.568014028548799,2.2776053800519342,2.0650204098748115,4.971069004460082,5.419663262823997,2.9460357234420713,2.569585122370779,2.2746561471472133,2.0616478654488795
"Bonaire, Sint Eustatius and Saba",1.9095168526702986,1.7425543799955243,5.990279567506995,3.000027930915881,2.5510047675549408,4.367601023328115,1.7446696880723822,1.6036318518253232,6.342142915138414,6.342142915138414,2.5818233932357577,4.370592879386608,2.0430029764504525,1.8535165675710932,5.70650974090239,1.8535165675710932,2.5221490710648076,4.364795219864824
Cayman Islands,6.145904680813735,8.294765180756894,1.5091839087908256,3.026146438427539,1.6891029626321405,2.5474323041771942,6.469896233739887,8.448213788655936,1.673421848396739,3.1521826208339805,1.6938700377942755,2.552150392031458,5.826478201219003,8.139835715512904,1.340681790350504,2.8949164676766235,1.684106195696347,2.542484721255776
Cuba,-5.545783062440705,-7.701078442457407,-8.014678450153173,-11.727265926049018,-4.462871026284194,-2.0898609834646016,-6.379929518014054,-9.423974113473463,-8.012597558435335,-11.850397189560002,-4.7158415651074135,-2.2447316696849002,-4.744992747878498,-6.23487660719749,-8.01631361819825,-11.63102936324674,-4.268423200418781,-1.9727812925076322
Curaçao,..,..,..,..,1.653256724595758,2.085444197986422,..,..,..,..,1.7163786426213652,2.086091866019709,..,..,..,..,1.6092856029015117,2.0849918089930406
Dominica,4.285829318363383,3.527526632038749,4.847017336096891,10.724344128637945,-0.04196755227513331,0.522731032594315,4.3002560320938255,3.7222780980974988,4.8458808568542855,10.448005780185584,0.07130132328992289,0.5165715600660946,4.2702105097275584,3.3143615824084782,4.848273944693112,11.025494250943343,-0.1643563435362865,0.5294240454829872
Dominican Republic,2.0997832342233904,1.9001248430106927,1.115087323324313,0.9209638760036924,6.65969435800136,0.8219198411362619,1.8056030880563587,1.6560980904219667,1.0963869426575095,0.9049735955562488,7.847058062918697,0.8218948111002023,2.5786368344636426,2.283675204107661,1.1439880449917217,0.9456217808656551,4.680398683169865,0.8219650145359279
Grenada,5.2548624820905765,4.157521583668425,0.2243776720957649,0.2247538419693888,0.21942230488824324,0.23623333521805234,5.307097872679909,4.190079527303285,0.22320349137104034,0.22651614281578558,0.22397936886750452,0.24154777279342227,5.203730176725401,4.1255171041367955,0.22553368963924292,0.22301875119508202,0.21493419526717783,0.23099702353363652
Guadeloupe,2.4575748446341548,2.18836934826081,1.3652666717754753,1.2779947718644162,0.7372286561030802,0.38356323385665625,2.0491764438571516,1.8585957655243532,0.737890750192117,0.7116325249180511,0.5033396583656213,0.3840790514891381,2.8517411541902735,2.495401392754032,1.9233686432450345,1.7545205007693168,0.9269325936249493,0.3831492619556693
Haiti,-1.0267484321265872,-1.0265045954711554,-1.0269661019874496,0.975803283388641,0.9748053042960962,0.9785985167125517,-1.0252704044914907,-1.0262837688847377,-1.0267456660470227,0.9765364346561574,0.9750052943209823,0.9805178288320332,-1.0285976023407504,-1.0267808994992678,-1.027241924078913,0.9748858732373373,0.9745550387322842,0.9761964736442884
Jamaica,2.0746563610029223,1.8803306303244574,-0.5180332634379989,-0.5309640666547938,-0.43550521025060945,0.32272346938203494,2.3794695775086767,2.1262370186595865,-0.3876403346594728,-0.3936389265843129,-0.43381272016818195,0.3250911298734894,1.7803689206922102,1.636363742010364,-0.6498530870878803,-0.6716797290825706,-0.4372517347908705,0.3202797737276485
Martinique,3.712205820344061,3.12949640459869,0.9118735865725194,0.8717688350473093,0.7110042573719594,-0.03404173068902206,3.081367278123805,2.6693930247345,0.3428076602760678,0.33627111077954425,0.4944080415151684,-0.03336917925254055,4.307687068098699,3.541613485007196,1.3976175250758944,1.3062975795040046,0.8808989965062676,-0.034564208512860885
Montserrat,-4.4430100514643565,-5.720583590269627,0.5377105949206499,0.741702350950353,0.9085589422711291,0.44021680351181947,-4.419186989987374,-5.648865871910032,0.5392872327671083,0.7675539019779789,0.9413502171597147,0.46264665494269885,-4.467952972697003,-5.79604129531633,0.5360454875850958,0.714361652041585,0.8737739000466233,0.4163608726284328
