Year,Destination,0-4_(mf),5-9_(mf),10-14_(mf),15-19_(mf),20-24_(mf),25-29_(mf),30-34_(mf),35-39_(mf),40-44_(mf),45-49_(mf),50-54_(mf),55-59_(mf),60-64_(mf),65-69_(mf),70-74_(mf),75+_(mf),Total_(mf),0-4_(m),5-9_(m),10-14_(m),15-19_(m),20-24_(m),25-29_(m),30-34_(m),35-39_(m),40-44_(m),45-49_(m),50-54_(m),55-59_(m),60-64_(m),65-69_(m),70-74_(m),75+_(m),Total_(m),0-4_(f),5-9_(f),10-14_(f),15-19_(f),20-24_(f),25-29_(f),30-34_(f),35-39_(f),40-44_(f),45-49_(f),50-54_(f),55-59_(f),60-64_(f),65-69_(f),70-74_(f),75+_(f),Total_(f)
1990.0,Oceania,2575.9410000000003,2462.6430000000005,2343.6349999999993,2425.989,2272.168,2249.8439999999996,2138.3470000000007,1948.3180000000004,1799.5400000000002,1411.558,1174.6470000000004,1034.8179999999998,996.923,873.4379999999996,647.066,943.8150000000002,27298.689999999995,1323.1019999999999,1264.752,1203.0549999999998,1239.7919999999997,1151.845,1131.633,1071.953,976.1059999999999,912.1150000000004,721.8979999999999,598.7739999999999,522.297,496.47599999999994,413.56199999999995,288.26500000000004,352.63,13668.254999999997,1252.838,1197.8899999999999,1140.5829999999999,1186.1869999999997,1120.3179999999998,1118.2140000000002,1066.3930000000003,972.2090000000002,887.4290000000002,689.665,575.883,512.5210000000001,500.4419999999999,459.8780000000001,358.8059999999999,591.1829999999999,13630.438999999998
1990.0,Sustainable Development Goal (SDG) regions,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990.0,SUB-SAHARAN AFRICA,88380.18100000001,73170.705,61639.00899999999,51417.960000000014,42245.604999999996,35149.89500000001,29127.795999999995,24059.826999999997,19945.035,16635.542999999998,13728.633000000002,11352.23,8906.393999999998,6607.120999999999,4407.843,3831.051000000001,490604.8279999998,44616.541,36873.934,31016.628,25816.983000000004,21041.648,17454.272,14374.269,11860.846000000001,9815.492999999999,8139.4400000000005,6633.752999999999,5432.93,4209.603999999998,3070.5069999999996,2018.807,1675.3460000000002,244051.00099999996,43763.64199999999,36296.77999999999,30622.376999999997,25600.972,21203.963,17695.631999999998,14753.534,12198.982000000002,10129.535,8496.101999999999,7094.882000000001,5919.300999999997,4696.794999999998,3536.624,2389.047,2155.683,246553.85099999997
1990.0,Eastern Africa,36543.167,29943.214000000007,25183.869,20903.155,17106.167,14019.523000000001,11608.241000000004,9545.238000000001,7787.582999999999,6214.532000000001,5066.454000000001,4281.996999999999,3299.7290000000003,2468.7400000000002,1652.951,1543.8150000000003,197168.375,18386.872000000007,15038.736,12629.177,10499.075999999997,8500.052,6925.228999999999,5688.194,4674.587,3797.527,3023.4979999999996,2450.2650000000003,2050.947,1569.5140000000001,1160.614,782.1360000000002,700.7579999999999,97877.182,18156.302,14904.479000000001,12554.693,10404.070000000002,8606.112,7094.3009999999995,5920.053000000002,4870.648,3990.052,3191.031000000001,2616.1850000000004,2231.0500000000006,1730.213,1308.1299999999999,870.814,843.0570000000001,99291.19
1990.0,Burundi,1096.535,851.908,657.511,511.83400000000006,456.23900000000003,412.202,365.071,286.058,181.72199999999998,146.707,127.66799999999999,109.95999999999998,85.664,64.521,43.771,41.586,5438.956999999999,550.9590000000001,426.2900000000001,327.3829999999999,252.9,222.75400000000002,200.392,178.56900000000002,140.49800000000002,86.809,68.157,58.698,50.035000000000004,38.244,27.849999999999998,18.335,16.78,2664.6530000000007,545.577,425.619,330.129,258.934,233.48499999999999,211.81099999999998,186.50199999999998,145.56,94.913,78.54899999999999,68.97,59.92399999999999,47.419000000000004,36.672,25.436,24.806,2774.3059999999996
1990.0,Comoros,75.107,62.96300000000001,51.039,42.227,35.752,30.461,25.471,20.088,14.711,13,11.229,9.23,7.366,5.5600000000000005,3.848,3.542,411.594,38.159,31.897,25.791,21.305999999999997,18.029,15.339,12.802,10.095,7.452999999999999,6.458,5.54,4.418,3.4469999999999996,2.524,1.683,1.445,206.38599999999997,36.949000000000005,31.067999999999998,25.248,20.919999999999998,17.723,15.121,12.670000000000002,9.993,7.257000000000001,6.54,5.6899999999999995,4.811999999999999,3.9189999999999996,3.0380000000000003,2.165,2.0989999999999998,205.21200000000002
1990.0,Djibouti,107.06500000000001,82.887,75.793,61.982000000000006,54.034000000000006,47.075,36.536,27.305,24.868,19.86,15.811,12.438,9.469999999999999,6.801,4.443,4.03,590.3980000000001,54.215,41.843999999999994,38.208999999999996,31.165,27.636,24.576,18.692,13.327,12.354,9.818,7.747999999999999,6.0120000000000005,4.494,3.153,2.004,1.712,296.95899999999995,52.85,41.042,37.583,30.816999999999997,26.395999999999997,22.5,17.844,13.977999999999998,12.514000000000001,10.042,8.063,6.425,4.976,3.6480000000000006,2.4389999999999996,2.317,293.434
1990.0,Eritrea,403.75300000000004,338.18600000000004,278.112,230.715,192.20299999999997,159.667,133.393,108.065,101.076,85.40199999999999,69.423,54.982,41.085,28.918999999999997,18.203,15.469,2258.653,204.31,170.279,139.939,115.919,96.54799999999999,80.044,66.674,53.906,50.779,42.577,34.1,26.497,19.577,13.506,8.278,6.604999999999999,1129.538,199.444,167.90799999999996,138.173,114.796,95.65299999999999,79.622,66.72,54.15899999999999,50.297000000000004,42.82599999999999,35.322,28.485,21.507,15.413,9.924,8.862,1129.111
1990.0,Ethiopia,9056.989,7214.499,5900.883,4887.804,3939.027,3205.5969999999998,2730.48,2331.48,2083.824,1702.654,1351.511,1141.132,829.079,656.8680000000002,437.045,418.993,47887.865000000005,4570.773999999999,3634.7650000000003,2960.3990000000003,2488.325,1950.8509999999999,1579.0109999999997,1315.4950000000001,1135.1090000000002,1014.981,843.713,673.75,561.0279999999999,405.828,316.525,223.52100000000002,206.304,23880.379000000004,4486.214,3579.734,2940.4840000000004,2399.477,1988.176,1626.587,1414.9859999999999,1196.369,1068.8429999999998,858.94,677.7610000000001,580.105,423.25100000000003,340.344,213.525,212.68899999999996,24007.484999999997
1990.0,Kenya,4508.258,3901.915,3241.171,2642.736,2100.877,1693.0829999999999,1364.0049999999999,1088.829,790.2579999999999,544.902,486.074,435.78999999999996,337.964,246.346,171.115,171.25599999999997,23724.579000000005,2270.92,1960.962,1625.636,1321.4920000000002,1045.797,838.756,673.808,535.236,387.92100000000005,266.219,234.86,211.235,164.59599999999998,120.69799999999998,82.307,79.608,11820.051000000001,2237.337,1940.9530000000002,1615.536,1321.244,1055.079,854.326,690.1990000000001,553.591,402.337,278.68300000000005,251.215,224.55599999999998,173.367,125.645,88.807,91.648,11904.523000000001
1990.0,Madagascar,2092.169,1715.4299999999998,1477.037,1243.232,1030.754,856.0830000000001,712.983,585.225,414.604,342.125,306.69599999999997,264.60699999999997,206.80900000000003,151.31400000000002,94.65499999999999,104.91000000000003,11598.633,1048.569,860.0409999999999,741.04,620.9459999999999,513.562,424.649,353.032,289.618,201.991,164.04199999999997,149.198,131.438,106.878,81.289,52.515,52.322,5791.130000000001,1043.599,855.391,735.996,622.2860000000001,517.193,431.43600000000004,359.951,295.607,212.613,178.084,157.499,133.171,99.933,70.02600000000001,42.141,52.591,5807.517
1990.0,Malawi,1726.727,1336.676,1149.174,962.975,805.223,685.464,586.9169999999999,482.666,421.891,330.955,257.29200000000003,204.77300000000002,161.89,122.94400000000002,91.952,76.98100000000001,9404.499999999998,865.3159999999999,669.865,577.464,483.102,399.30600000000004,338.398,291.364,240.65300000000002,205.778,160.023,123.549,97.91600000000001,75.957,56.462999999999994,42.146,35.082,4662.382,861.414,666.811,571.7090000000001,479.872,405.918,347.066,295.554,242.012,216.112,170.932,133.741,106.857,85.93299999999999,66.481,49.807,41.897999999999996,4742.117
1990.0,Mauritius,98.17999999999999,102.197,105.673,111.556,112.86999999999999,98.664,84.492,75.224,65.439,51.117,40.72,33.673,26.337,21.333999999999996,13.947999999999999,14.443999999999999,1055.868,49.739,52.011,53.304,56.285999999999994,57.715,51.527,42.729,37.786,33.041000000000004,24.796,19.346999999999998,16.061999999999998,12.389,9.529,5.5840000000000005,4.698,526.5429999999999,48.443000000000005,50.185,52.369,55.269999999999996,55.153999999999996,47.137,41.762,37.437999999999995,32.399,26.32,21.373,17.613,13.948,11.805,8.363,9.747,529.3259999999999
1990.0,Mayotte,18.154,14.936,12.383,10.138,8.602,6.642,5.206999999999999,4.338,3.452,2.856,2.186,1.708,1.2959999999999998,1.032,0.7030000000000001,1.1509999999999998,94.78399999999998,9.195,7.552,6.2589999999999995,5.130999999999999,4.349,3.3619999999999997,2.6590000000000003,2.263,1.875,1.5430000000000001,1.216,0.9179999999999999,0.7110000000000001,0.539,0.337,0.544,48.453,8.96,7.383,6.122999999999999,5.005999999999999,4.253,3.28,2.547,2.075,1.577,1.313,0.9680000000000002,0.789,0.5840000000000001,0.494,0.36600000000000005,0.608,46.32600000000001
1990.0,Mozambique,2304.883,2004.801,1745.17,1430.54,1074.93,801.576,644.809,570.75,516.835,446.425,383.257,325.95899999999995,265.639,203.00300000000001,139.77700000000002,128.938,12987.291999999998,1151.313,999.302,869.8499999999999,708.0889999999999,515.795,365.53200000000004,283.49399999999997,250.309,228.62399999999997,197.783,169.16,143.181,116.213,88.67200000000001,61.264,56.355000000000004,6204.935999999999,1153.57,1005.4970000000001,875.3199999999999,722.452,559.135,436.044,361.31600000000003,320.44,288.21000000000004,248.642,214.09900000000002,182.77599999999998,149.426,114.332,78.513,72.58399999999999,6782.356
1990.0,Réunion,67.54,60.471000000000004,60.56699999999999,63.885000000000005,66.40400000000001,57.158,47.164,40.132,29.494,25.118,22.36,20.222999999999995,15.639,13.323,8.752,12.352000000000002,610.582,34.074,30.317,30.319,31.881999999999998,32.754,28.016999999999996,23.091,19.68,14.716,12.355,10.533999999999999,9.993000000000002,7.392999999999999,5.956,3.577,3.956,298.614,33.466,30.156,30.248,32.001999999999995,33.65,29.142,24.073,20.451999999999998,14.781,12.765,11.826,10.229999999999999,8.246,7.3660000000000005,5.175,8.391999999999998,311.97
1990.0,Rwanda,1422.3310000000001,1207.132,972.863,759.963,603.593,508.02500000000003,445.957,359.309,269.87100000000004,173.835,147.053,142.572,118.191,75.958,41.197,41.03200000000001,7288.882,707.116,599.861,482.777,376.35699999999997,298.282,250.375,219.073,175.65500000000003,133.16400000000002,85.98500000000001,72.236,69.16199999999999,56.711,34.816,17.438000000000002,16.179000000000002,3595.187,715.214,607.27,490.08599999999996,383.6039999999999,305.312,257.65000000000003,226.88500000000002,183.654,136.707,87.85000000000001,74.816,73.411,61.479,41.141,23.761,24.856,3693.696
1990.0,Seychelles,8.236,8.642999999999999,8.426,7.478999999999999,6.542999999999999,6.341,5.485,4.181,1.954,2.116,2.31,2.188,1.9889999999999999,1.6340000000000001,1.137,1.9079999999999997,70.57000000000001,4.225,4.413,4.302999999999999,3.802,3.2880000000000003,3.181,2.7979999999999996,2.18,1.0350000000000001,1.063,1.0270000000000001,1.074,0.927,0.7330000000000001,0.489,0.668,35.20599999999999,4.01,4.231,4.122,3.678,3.2560000000000002,3.161,2.6860000000000004,2.001,0.9180000000000001,1.053,1.284,1.1139999999999999,1.062,0.903,0.648,1.2389999999999999,35.366
1990.0,Somalia,1339.2920000000001,1004.1460000000001,849.865,755.44,644.026,537.099,455.957,385.279,316.14,249.395,202.083,151.601,122.395,92.47,62.375,57.529,7225.092000000002,672.075,502.6389999999999,424.541,375.375,319.85,271.647,235.91400000000002,200.733,165.422,128.485,100.584,75.064,59.266999999999996,43.824,29.273000000000003,25.703000000000007,3630.396,667.2170000000001,501.50600000000003,425.32399999999996,380.06600000000003,324.17699999999996,265.45,220.043,184.547,150.71699999999998,120.91,101.49700000000001,76.537,63.126000000000005,48.647,33.102999999999994,31.826,3594.6929999999998
1990.0,South Sudan,996.827,771.346,662.999,569.71,485.51800000000003,401.20799999999997,327.09400000000005,260.425,242.96099999999998,208.73700000000002,169.849,137.099,104.326,73.04899999999999,45.376000000000005,36.099,5492.623000000001,501.74499999999995,386.961,332.209,285.104,241.928,198.59699999999998,161.071,127.55,120.82399999999998,103.499,83.221,65.583,49.815000000000005,34.861,21.191000000000003,15.791,2729.9500000000003,495.08200000000005,384.385,330.79200000000003,284.606,243.589,202.61100000000002,166.02300000000002,132.876,122.137,105.237,86.627,71.51599999999999,54.513,38.188,24.184,20.304,2762.670000000001
1990.0,Uganda,3434.4069999999997,2690.935,2206.9790000000003,1817.8500000000001,1533.225,1249.3120000000001,1002.796,817.6959999999999,638.373,508.473,375.225,355.36799999999994,276.78499999999997,202.32,131.229,113.419,17354.392,1728.888,1348.2130000000002,1105.3739999999998,911.0160000000001,767.034,622.069,496.49699999999996,401.65,313.27,248.01100000000002,180.407,167.59900000000002,128.71099999999998,92.214,58.947,48.64099999999999,8618.540999999997,1705.52,1342.722,1101.6059999999998,906.833,766.191,627.2460000000001,506.29999999999995,416.044,325.10400000000004,260.463,194.819,187.767,148.07399999999998,110.106,72.28099999999999,64.77799999999998,8735.854000000001
1990.0,United Republic of Tanzania,4551.667,3757.9840000000004,3211.9040000000005,2704.317,2249.005,1847.658,1513.359,1221.511,1041.4370000000001,830.907,670.0290000000001,532.3950000000001,409.735,297.16700000000003,195.49900000000002,169.271,25203.845000000005,2295.415,1893.748,1618.161,1361.5720000000001,1129.8519999999999,923.862,754.8720000000001,607.3140000000001,507.032,399.787,318.568,249.44400000000002,188.779,134.257,86.465,72.104,12541.231999999996,2256.253,1864.2360000000003,1593.743,1342.743,1119.152,923.798,758.488,614.199,534.403,431.119,351.46,282.95,220.95799999999997,162.91,109.03399999999999,97.17000000000002,12662.616000000002
1990.0,Zambia,1482.521,1240.27,1075.7350000000001,894.6279999999999,714.8439999999999,591.465,469.627,366.528,294.59700000000004,234.853,192.00500000000002,155.074,121.063,89.75600000000001,59.994,53.88499999999999,8036.845000000001,745.808,625.097,542.7059999999999,450.03099999999995,357.56600000000003,294.433,232.853,180.697,146.522,115.07,93.004,73.261,56.400999999999996,40.805,27.485999999999997,23.963000000000005,4005.7029999999995,736.712,615.172,533.03,444.596,357.279,297.033,236.77300000000002,185.832,148.07399999999998,119.78299999999999,99.001,81.813,64.66199999999999,48.95099999999999,32.507999999999996,29.927000000000003,4031.146
