Year,Destination,0-4_(mf),5-9_(mf),10-14_(mf),15-19_(mf),20-24_(mf),25-29_(mf),30-34_(mf),35-39_(mf),40-44_(mf),45-49_(mf),50-54_(mf),55-59_(mf),60-64_(mf),65-69_(mf),70-74_(mf),75+_(mf),Total_(mf),0-4_(m),5-9_(m),10-14_(m),15-19_(m),20-24_(m),25-29_(m),30-34_(m),35-39_(m),40-44_(m),45-49_(m),50-54_(m),55-59_(m),60-64_(m),65-69_(m),70-74_(m),75+_(m),Total_(m),0-4_(f),5-9_(f),10-14_(f),15-19_(f),20-24_(f),25-29_(f),30-34_(f),35-39_(f),40-44_(f),45-49_(f),50-54_(f),55-59_(f),60-64_(f),65-69_(f),70-74_(f),75+_(f),Total_(f)
1990,Sustainable Development Goal (SDG) regions,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,SUB-SAHARAN AFRICA,1083355,1138720,1130394,1290869,1515496,1561021,1340596,1075273,831181,634456,502865,374034,314675,200435,122613,170180,13286341,536013,564389,560087,634809,764206,832184,742731,614409,483028,372038,293062,214543,173505,107870,65300,90133,7048417,547342,574331,570307,656060,751290,728837,597865,460864,348153,262418,209803,159491,141170,92565,57313,80047,6237924
1990,Eastern Africa,557387,552032,533264,586630,626024,629537,561036,451976,354882,274050,234513,180181,159526,100289,62964,94892,5959183,273603,272691,262837,291620,312802,320898,294505,243903,194771,151757,129528,99080,85057,52468,33177,50659,3069356,283784,279341,270427,295010,313222,308639,266531,208073,160111,122293,104985,81101,74469,47821,29787,44233,2889827
1990,Burundi,22459,23463,20802,20214,27170,38450,44435,36481,27382,19646,15760,11621,9925,7646,3058,4598,333110,10991,11291,9873,9336,12216,17726,21979,18817,14065,9939,8104,6103,5126,3852,1541,2308,163267,11468,12172,10929,10878,14954,20724,22456,17664,13317,9707,7656,5518,4799,3794,1517,2290,169843
1990,Comoros,600,844,1053,1159,1237,1594,1708,1592,1268,985,752,496,341,225,90,135,14079,247,352,446,516,577,758,819,777,630,504,401,272,185,116,47,70,6717,353,492,607,643,660,836,889,815,638,481,351,224,156,109,43,65,7362
1990,Djibouti,5415,7310,11681,17361,20195,19015,13631,8289,4618,3714,3244,2837,2232,1191,595,893,122221,3529,4421,6437,8527,9079,8926,6765,4719,2826,2311,2041,1769,1387,669,334,502,64242,1886,2889,5244,8834,11116,10089,6866,3570,1792,1403,1203,1068,845,522,261,391,57979
1990,Eritrea,718,625,819,1149,1513,1676,1506,1189,808,529,376,338,270,166,66,100,11848,385,335,437,612,801,884,791,623,424,277,195,175,139,78,31,41,6228,333,290,382,537,712,792,715,566,384,252,181,163,131,88,35,59,5620
1990,Ethiopia,77249,82902,102266,134231,146833,141491,116312,89373,66453,50187,39590,32523,29004,23488,9395,14093,1155390,41272,44185,54443,71389,77813,74627,61130,46834,34803,26075,20367,16729,14741,11439,4576,6861,607284,35977,38717,47823,62842,69020,66864,55182,42539,31650,24112,19223,15794,14263,12049,4819,7232,548106
1990,Kenya,17663,21537,28055,42825,33859,33505,26931,21366,16088,13739,11212,8989,7518,5823,4129,4850,298089,9457,11407,14787,22712,17929,17553,14551,11945,9202,7860,6357,5102,4126,3227,2329,2715,161259,8206,10130,13268,20113,15930,15952,12380,9421,6886,5879,4855,3887,3392,2596,1800,2135,136830
1990,Madagascar,1241,1287,1059,1323,1841,1865,1704,1564,1673,1950,1986,1781,1359,986,1071,1227,23917,466,500,474,663,949,890,776,767,927,1200,1325,1256,993,702,708,752,13348,775,787,585,660,892,975,928,797,746,750,661,525,366,284,363,475,10569
1990,Malawi,167574,141449,126627,134246,117183,102482,81556,63675,49072,33501,29852,26092,21760,8298,5985,18372,1127724,76753,65246,59561,64862,58236,51855,41527,32424,24988,17060,15043,12879,10621,3974,2859,8632,546520,90821,76203,67066,69384,58947,50627,40029,31251,24084,16441,14809,13213,11139,4324,3126,9740,581204
1990,Mauritius,320,388,304,199,224,330,360,311,260,189,155,119,126,117,78,133,3613,155,188,154,96,106,146,157,147,129,99,85,65,69,64,40,63,1763,165,200,150,103,118,184,203,164,131,90,70,54,57,53,38,70,1850
1990,Mayotte,938,903,1166,1568,1988,2106,1873,1493,1001,451,522,492,435,147,53,93,15229,455,440,577,839,1135,1252,1132,926,636,290,335,309,270,92,34,58,8780,483,463,589,729,853,854,741,567,365,161,187,183,165,55,19,35,6449
1990,Mozambique,17900,12866,9374,15745,26975,9720,6245,5746,4261,3885,2956,2306,1582,1209,668,894,122332,8931,6591,4740,8828,15066,5496,3322,3082,2345,2201,1719,1330,905,674,363,467,66060,8969,6275,4634,6917,11909,4224,2923,2664,1916,1684,1237,976,677,535,305,427,56272
1990,Réunion,2240,5260,6787,5201,3727,5407,5943,5991,4462,3682,3213,2117,1162,744,480,794,57210,1145,2669,3483,2698,1959,2833,3133,3236,2473,2111,1887,1270,698,437,269,423,30724,1095,2591,3304,2503,1768,2574,2810,2755,1989,1571,1326,847,464,307,211,371,26486
1990,Rwanda,12499,12284,12212,12738,16903,19140,17729,14514,10571,7726,5928,4451,3649,3297,2942,3441,160024,6131,5913,5800,6228,8534,10336,9926,8219,5696,3880,2824,1991,1809,1370,1081,1025,80763,6368,6371,6412,6510,8369,8804,7803,6295,4875,3846,3104,2460,1840,1927,1861,2416,79261
1990,Seychelles,192,189,173,131,259,455,577,515,369,243,179,158,102,71,53,55,3721,96,96,92,74,152,272,349,319,235,157,115,99,63,40,24,21,2204,96,93,81,57,107,183,228,196,134,86,64,59,39,31,29,34,1517
1990,Somalia,87893,62658,50126,37481,37752,44753,42200,37416,27422,17679,12934,7509,6734,2211,1695,1831,478294,43174,30500,22053,15762,16738,22087,23377,22573,17158,11154,8040,4535,3918,1273,908,951,244201,44719,32158,28073,21719,21014,22666,18823,14843,10264,6525,4894,2974,2816,938,787,880,234093
1990,South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,Uganda,48731,74110,41894,30355,29880,34818,37926,37823,38159,34262,37010,21933,24030,13926,16247,23169,544273,24501,37887,21781,14547,11626,14300,17365,19238,21023,20011,21557,13672,13254,8315,9251,15009,283337,24230,36223,20113,15808,18254,20518,20561,18585,17136,14251,15453,8261,10776,5611,6996,8160,260936
1990,United Republic of Tanzania,41732,44312,48816,52632,58316,60295,56243,45182,35231,28742,25460,22505,19774,14831,9717,10237,574025,20588,21591,23466,24875,27391,28738,27453,22431,17619,14543,13144,11913,10653,7991,5358,5636,283390,21144,22721,25350,27757,30925,31557,28790,22751,17612,14199,12316,10592,9121,6840,4359,4601,290635
1990,Zambia,19993,22319,25690,28047,29425,28862,26373,22232,18359,15423,13074,10774,7575,5309,2401,3607,279463,9982,11156,12857,14087,14833,14571,13289,11234,9455,8198,7098,5888,4149,2917,1329,1986,143029,10011,11163,12833,13960,14592,14291,13084,10998,8904,7225,5976,4886,3426,2392,1072,1621,136434
1990,Zimbabwe,32030,37326,44360,50025,70744,83573,77784,57224,47425,37517,30310,23140,21948,10604,4241,6370,634621,15345,17923,21376,24969,37662,47648,46664,35592,30137,23887,18891,13723,11951,5238,2095,3139,356240,16685,19403,22984,25056,33082,35925,31120,21632,17288,13630,11419,9417,9997,5366,2146,3231,278381
1990,Middle Africa,85270,114289,139507,151431,160843,162742,146217,122843,99672,79860,59041,46919,38117,27109,11150,16145,1461155,43571,58476,70965,74739,78221,80472,74072,62445,50781,41005,31025,25505,21846,15855,6498,9377,744853,41699,55813,68542,76692,82622,82270,72145,60398,48891,38855,28016,21414,16271,11254,4652,6768,716302
1990,Angola,1364,2352,3629,4339,4129,3585,3105,2328,1903,1788,1628,1186,934,599,399,249,33517,666,1129,1718,2017,1944,1870,1840,1480,1227,1154,1051,764,570,367,225,120,18142,698,1223,1911,2322,2185,1715,1265,848,676,634,577,422,364,232,174,129,15375
1990,Cameroon,16662,23521,27695,26476,28125,30225,30233,25925,21370,15953,6439,4124,3605,2807,1123,1684,265967,8911,12622,14940,14416,15406,16553,16547,14192,11696,8731,3658,2469,2216,1755,703,1054,145869,7751,10899,12755,12060,12719,13672,13686,11733,9674,7222,2781,1655,1389,1052,420,630,120098
1990,Central African Republic,8176,7355,6593,6481,6894,6884,6041,4823,3800,2941,2183,1649,1300,1023,511,580,67234,4024,3745,3449,3393,3602,3681,3301,2664,2105,1642,1252,955,734,555,278,306,35686,4152,3610,3144,3088,3292,3203,2740,2159,1695,1299,931,694,566,468,233,274,31548
1990,Chad,5024,7433,8725,8216,7547,7441,6489,5174,4110,3431,2787,2119,2266,1790,716,1074,74342,2791,3969,4459,3973,3566,3642,3384,2868,2395,2096,1777,1388,1485,1170,468,702,40133,2233,3464,4266,4243,3981,3799,3105,2306,1715,1335,1010,731,781,620,248,372,34209
1990,Congo,9526,7864,9091,10673,13214,15116,14840,13144,10264,7385,5296,4221,3705,2526,1010,1516,129391,4714,3710,4080,4739,6172,7515,7600,6825,5324,3824,2786,2277,2009,1370,548,823,64316,4812,4154,5011,5934,7042,7601,7240,6319,4940,3561,2510,1944,1696,1156,462,693,65075
1990,Democratic Republic of the Congo,31187,53354,72123,83735,88205,84915,70780,58977,48165,40931,35386,29942,23451,16522,6608,9913,754194,15854,27001,36201,40003,40485,38876,32693,26763,21707,18851,17105,15321,13086,9585,3834,5752,363117,15333,26353,35922,43732,47720,46039,38087,32214,26458,22080,18281,14621,10365,6937,2774,4161,391077
1990,Equatorial Guinea,264,193,141,159,229,283,301,277,229,178,132,114,91,64,34,51,2740,107,77,58,70,110,145,163,159,144,119,91,76,61,43,20,22,1465,157,116,83,89,119,138,138,118,85,59,41,38,30,21,14,29,1275
1990,Gabon,12912,11877,11083,10739,12123,14052,14233,11836,9043,6504,4643,3276,2554,1657,662,994,128188,6430,6101,5865,5850,6779,8088,8450,7290,5691,4121,2964,2088,1565,945,378,567,73172,6482,5776,5218,4889,5344,5964,5783,4546,3352,2383,1679,1188,989,712,284,427,55016
1990,Sao Tome and Principe,155,340,427,613,377,241,195,359,788,749,547,288,211,121,87,84,5582,74,122,195,278,157,102,94,204,492,467,341,167,120,65,44,31,2953,81,218,232,335,220,139,101,155,296,282,206,121,91,56,43,53,2629
1990,Southern Africa,43409,55555,65486,94567,156758,180668,161291,146836,121292,99259,75909,57538,51379,35242,20988,29088,1395265,20412,26387,32938,52092,96462,120918,108058,96429,78480,63033,46726,32245,26567,16994,10098,13973,841812,22997,29168,32548,42475,60296,59750,53233,50407,42812,36226,29183,25293,24812,18248,10890,15115,553453
1990,Botswana,2598,2748,1897,1626,2177,2916,3589,2981,2234,1691,990,831,542,308,130,252,27510,1341,1418,1024,917,1272,1772,2288,2028,1504,1140,625,543,339,179,80,144,16614,1257,1330,873,709,905,1144,1301,953,730,551,365,288,203,129,50,108,10896
1990,Eswatini,3640,3999,5926,8179,8481,7977,7548,6571,5352,4324,3288,2648,2115,1492,1548,1903,74991,1853,2095,3214,4517,4622,4281,4045,3537,2870,2287,1708,1360,1079,750,766,921,39905,1787,1904,2712,3662,3859,3696,3503,3034,2482,2037,1580,1288,1036,742,782,982,35086
1990,Lesotho,764,665,592,584,747,909,986,823,649,503,378,271,135,74,63,97,8240,381,333,295,281,355,461,535,475,376,287,214,152,73,37,29,34,4318,383,332,297,303,392,448,451,348,273,216,164,119,62,37,34,63,3922
1990,Namibia,7212,9394,10874,13393,12406,9807,8634,7811,6989,6093,5108,4535,4306,4336,4742,5001,120641,3595,4868,6236,7732,6701,5091,4563,4156,3774,3313,2743,2369,2147,2052,2159,2249,63748,3617,4526,4638,5661,5705,4716,4071,3655,3215,2780,2365,2166,2159,2284,2583,2752,56893
1990,South Africa,29195,38749,46197,70785,132947,159059,140534,128650,106068,86648,66145,49253,44281,29032,14505,21835,1163883,13242,17673,22169,38645,83512,109313,96627,86233,69956,56006,41436,27821,22929,13976,7064,10625,717227,15953,21076,24028,32140,49435,49746,43907,42417,36112,30642,24709,21432,21352,15056,7441,11210,446656
1990,Western Africa,397289,416844,392137,458241,571871,588074,472052,353618,255335,181287,133402,89396,65653,37795,27511,30055,4470738,198427,206835,193347,216358,276721,309896,266096,211632,158996,116243,85783,57713,40035,22553,15527,16124,2392396,198862,210009,198790,241883,295150,278178,205956,141986,96339,65044,47619,31683,25618,15242,11984,13931,2078342
1990,Benin,9601,7916,5986,7434,10309,10813,7769,5810,3907,2362,1724,842,872,436,410,560,76751,4795,3768,2763,3517,5290,5760,4440,3393,2373,1471,1073,547,507,230,226,265,40418,4806,4148,3223,3917,5019,5053,3329,2417,1534,891,651,295,365,206,184,295,36333
1990,Burkina Faso,29050,77459,70458,53810,34421,25149,17707,12655,8455,5543,4578,3086,2802,1599,1333,1547,349652,14488,39094,35974,26658,15915,10742,7357,5234,3469,2330,1964,1411,1231,749,582,636,167834,14562,38365,34484,27152,18506,14407,10350,7421,4986,3213,2614,1675,1571,850,751,911,181818
1990,Cabo Verde,403,802,1176,1605,1345,1192,1066,567,228,114,94,80,97,54,54,54,8931,206,408,595,815,689,598,498,260,110,58,48,40,44,20,20,20,4429,197,394,581,790,656,594,568,307,118,56,46,40,53,34,34,34,4502
1990,Côte d'Ivoire,60831,71884,80464,174375,297303,319659,257369,192761,133230,91920,59555,36622,23554,11616,4339,944,1816426,27475,30902,32927,74705,141683,172125,151534,122881,90449,65686,44233,27620,17360,8379,3121,669,1011749,33356,40982,47537,99670,155620,147534,105835,69880,42781,26234,15322,9002,6194,3237,1218,275,804677
1990,Gambia,11913,10349,8668,13036,15584,16737,12827,7608,5875,4638,3804,2223,1778,1266,723,1094,118123,5995,5015,4012,6008,7866,9552,7972,4994,4039,3226,2698,1579,1263,860,492,735,66306,5918,5334,4656,7028,7718,7185,4855,2614,1836,1412,1106,644,515,406,231,359,51817
1990,Ghana,24070,25354,21627,18582,13087,11431,9475,7931,7273,5753,4691,3413,3500,2689,2426,3549,164851,12159,12600,10581,9004,6280,5503,4581,3917,3744,3055,2547,1880,2007,1562,1400,2210,83030,11911,12754,11046,9578,6807,5928,4894,4014,3529,2698,2144,1533,1493,1127,1026,1339,81821
1990,Guinea,43097,47506,55692,47392,40368,34899,29302,24032,20074,16410,14058,12955,7460,4037,2947,3392,403621,20697,24043,28571,24002,20114,17364,14752,12296,10363,8480,7241,6635,2849,1528,1075,1250,201260,22400,23463,27121,23390,20254,17535,14550,11736,9711,7930,6817,6320,4611,2509,1872,2142,202361
1990,Guinea-Bissau,2137,1932,1830,1777,1560,1459,1184,916,596,498,404,276,320,224,112,143,15368,1085,972,899,817,676,672,607,507,340,284,231,154,181,127,64,73,7689,1052,960,931,960,884,787,577,409,256,214,173,122,139,97,48,70,7679
1990,Liberia,11798,11101,10633,11407,11481,10121,8211,6184,4383,3000,2039,1384,925,742,763,792,94964,4819,4639,5128,6516,7209,6642,5519,4248,3041,2064,1362,896,581,431,410,419,53924,6979,6462,5505,4891,4272,3479,2692,1936,1342,936,677,488,344,311,353,373,41040
1990,Mali,18396,26428,22529,16162,13096,12986,10303,7394,7363,5155,4701,4237,3567,2816,2700,2903,160736,9927,14320,11659,8004,6199,6214,4992,3556,3592,2417,2254,2145,1954,1598,1543,1675,82049,8469,12108,10870,8158,6897,6772,5311,3838,3771,2738,2447,2092,1613,1218,1157,1228,78687
1990,Mauritania,14378,11331,8725,9972,14409,15919,11743,8043,5294,3463,3036,1686,1405,672,650,924,111650,7526,5932,3397,4329,7065,8754,6664,4643,3047,1937,1724,906,732,314,263,336,57569,6852,5399,5328,5643,7344,7165,5079,3400,2247,1526,1312,780,673,358,387,588,54081
1990,Niger,6792,9692,8938,10728,12784,13580,12337,10229,7909,6158,4676,3233,2724,2009,1638,2037,115464,3349,4617,4048,4372,4984,5670,5674,5079,4181,3424,2780,1985,1663,1191,1004,1201,55222,3443,5075,4890,6356,7800,7910,6663,5150,3728,2734,1896,1248,1061,818,634,836,60242
1990,Nigeria,114528,54494,29407,30435,42925,54856,43694,29674,20220,12006,9822,4297,4170,1749,1854,2490,456621,59306,27229,15556,15053,21269,31503,27653,20385,13834,8569,6429,3000,2683,1099,1127,1471,256166,55222,27265,13851,15382,21656,23353,16041,9289,6386,3437,3393,1297,1487,650,727,1019,200455
1990,Saint Helena,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,178,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68
1990,Senegal,15101,17867,22735,28377,33049,32395,28242,21944,17651,14026,12000,9439,6343,3827,3222,4192,270410,7627,9707,12817,14143,15573,15430,13398,11141,9892,8043,6991,5719,3285,1870,1443,1761,138840,7474,8160,9918,14234,17476,16965,14844,10803,7759,5983,5009,3720,3058,1957,1779,2431,131570
1990,Sierra Leone,23733,30315,30922,24163,22258,19217,14759,12842,9384,7371,6084,4448,4972,3248,3886,4546,222148,13627,17544,18140,13919,12105,9641,7229,6267,4496,3568,3016,2535,3099,2171,2561,2980,122898,10106,12771,12782,10244,10153,9576,7530,6575,4888,3803,3068,1913,1873,1077,1325,1566,99250
1990,Togo,11461,12414,12347,8986,7892,7661,6064,5028,3493,2870,2136,1175,1164,811,454,888,84844,5346,6045,6280,4496,3804,3726,3226,2831,2026,1631,1192,661,596,424,196,423,42903,6115,6369,6067,4490,4088,3935,2838,2197,1467,1239,944,514,568,387,258,465,41941
1990,NORTHERN AFRICA AND WESTERN ASIA,1374940,1378315,1158610,1052491,1489332,2144189,2253996,1864641,1382519,968063,708965,561883,477426,296072,204017,293310,17608769,671421,676477,567810,532636,829615,1349014,1484779,1228699,897623,604336,411272,297858,234147,136091,90817,124543,10137138,703519,701838,590800,519855,659717,795175,769217,635942,484896,363727,297693,264025,243279,159981,113200,168767,7471631
1990,Northern Africa,256643,282869,214694,225470,228624,213631,182847,161847,136059,104961,100210,98869,99735,37780,28083,31003,2403325,124365,137928,101892,105428,110255,110730,100981,92403,78320,59876,54573,52349,52094,19925,14326,15265,1230710,132278,144941,112802,120042,118369,102901,81866,69444,57739,45085,45637,46520,47641,17855,13757,15738,1172615
1990,Algeria,17329,17130,16940,18753,23842,28174,28051,24459,20427,16837,14384,12894,10937,8980,6735,8082,273954,9726,9712,9673,10378,12966,15090,14932,13215,11083,8870,7540,7058,6142,5226,3920,4703,150234,7603,7418,7267,8375,10876,13084,13119,11244,9344,7967,6844,5836,4795,3754,2815,3379,123720
1990,Egypt,20060,18606,17609,17977,21291,15302,11292,10843,9484,8243,6833,4710,4573,3505,1402,2103,173833,9724,9120,8724,9460,12042,8882,6381,6097,5424,4664,3749,2455,2203,1535,614,921,91995,10336,9486,8885,8517,9249,6420,4911,4746,4060,3579,3084,2255,2370,1970,788,1182,81838
1990,Libya,32633,28485,31371,43441,58680,64834,56944,44638,32191,22228,14519,10445,8715,3418,2544,1989,457075,9697,8466,9277,13988,24214,35529,37532,33004,25381,17832,11411,7707,5185,1587,1210,687,242707,22936,20019,22094,29453,34466,29305,19412,11634,6810,4396,3108,2738,3530,1831,1334,1302,214368
1990,Morocco,3979,3606,3750,3976,4133,4268,4366,4303,4086,3734,3221,2573,2114,2112,2300,2374,54895,2201,2027,2151,2296,2331,2338,2359,2338,2213,1982,1645,1249,975,933,984,1002,29024,1778,1579,1599,1680,1802,1930,2007,1965,1873,1752,1576,1324,1139,1179,1316,1372,25871
1990,Sudan,180557,212836,142743,138691,116907,96283,77350,73328,66333,51166,59015,66543,72094,18929,14519,15602,1402896,91963,107491,70920,67950,56724,46414,37320,35611,32463,25180,29143,33061,36985,10258,7329,7573,696385,88594,105345,71823,70741,60183,49869,40030,37717,33870,25986,29872,33482,35109,8671,7190,8029,706511
