Year,Destination,0-4_(mf),5-9_(mf),10-14_(mf),15-19_(mf),20-24_(mf),25-29_(mf),30-34_(mf),35-39_(mf),40-44_(mf),45-49_(mf),50-54_(mf),55-59_(mf),60-64_(mf),65-69_(mf),70-74_(mf),75+_(mf),Total_(mf),0-4_(m),5-9_(m),10-14_(m),15-19_(m),20-24_(m),25-29_(m),30-34_(m),35-39_(m),40-44_(m),45-49_(m),50-54_(m),55-59_(m),60-64_(m),65-69_(m),70-74_(m),75+_(m),Total_(m),0-4_(f),5-9_(f),10-14_(f),15-19_(f),20-24_(f),25-29_(f),30-34_(f),35-39_(f),40-44_(f),45-49_(f),50-54_(f),55-59_(f),60-64_(f),65-69_(f),70-74_(f),75+_(f),Total_(f)
1990,Ecuador,3702,5104,6728,7101,6799,7384,8121,8090,6788,4932,3903,2945,2421,1626,1161,1858,78663,1915,2555,3250,3301,3001,3253,3741,3955,3446,2597,2133,1628,1311,856,611,978,38531,1787,2549,3478,3800,3798,4131,4380,4135,3342,2335,1770,1317,1110,770,550,880,40132
1990,Falkland Islands (Malvinas),50,43,39,56,90,116,122,82,82,61,38,27,21,12,7,9,855,29,25,23,32,51,64,61,40,49,39,25,18,13,8,5,6,488,21,18,16,24,39,52,61,42,33,22,13,9,8,4,2,3,367
1990,French Guiana,1964,4009,6577,6889,4791,5497,7531,7987,6221,5066,3390,1387,1040,624,280,359,63612,1086,2187,3540,3760,2571,2879,3903,4280,3605,2837,1997,829,621,373,168,207,34843,878,1822,3037,3129,2220,2618,3628,3707,2616,2229,1393,558,419,251,112,152,28769
1990,Guyana,443,570,496,252,240,271,295,287,271,237,212,202,141,85,42,51,4095,211,281,254,126,115,132,149,164,160,143,130,128,90,55,28,34,2200,232,289,242,126,125,139,146,123,111,94,82,74,51,30,14,17,1895
1990,Paraguay,10785,16925,19446,23682,22441,20082,17857,15507,13056,9894,7848,5704,4615,2736,2212,3094,195884,5521,8620,9801,11900,11407,10429,9479,8380,7204,5571,4486,3233,2586,1491,1153,1555,102816,5264,8305,9645,11782,11034,9653,8378,7127,5852,4323,3362,2471,2029,1245,1059,1539,93068
1990,Peru,3786,3499,3143,3338,3635,4071,4294,4043,3883,3720,3318,2991,2899,2585,3255,4228,56688,1939,1812,1647,1730,1891,2150,2245,2146,2010,1839,1660,1462,1375,1233,1437,1800,28376,1847,1687,1496,1608,1744,1921,2049,1897,1873,1881,1658,1529,1524,1352,1818,2428,28312
1990,Suriname,1570,1368,1242,1252,1462,1719,1805,1829,1674,1273,1005,695,473,284,199,233,18083,834,724,640,641,779,857,982,1049,923,723,600,348,317,161,101,88,9767,736,644,602,611,683,862,823,780,751,550,405,347,156,123,98,145,8316
1990,Uruguay,3512,3174,2878,2337,3125,5311,6722,5815,4734,5389,6871,8011,7495,9035,8688,15019,98116,1803,1623,1463,1149,1463,2406,3014,2589,2131,2519,3342,3899,3677,4464,4196,6092,45830,1709,1551,1415,1188,1662,2905,3708,3226,2603,2870,3529,4112,3818,4571,4492,8927,52286
1990,Venezuela (Bolivarian Republic of),19316,17447,23655,37355,55815,75302,96250,114817,120360,107277,92381,77749,67358,54963,35245,29719,1025009,9765,8827,11958,18868,28187,38023,48599,57972,60761,54165,46644,39255,34008,27751,17793,15003,517579,9551,8620,11697,18487,27628,37279,47651,56845,59599,53112,45737,38494,33350,27212,17452,14716,507430
1990,OCEANIA,57805,128357,166646,206081,295794,400009,455254,456967,498501,438187,361530,306075,274461,249166,181429,255586,4731848,29837,66208,86380,106307,149601,198654,228838,229798,257415,233445,195628,164791,148519,126980,87353,105857,2415611,27968,62149,80266,99774,146193,201355,226416,227169,241086,204742,165902,141284,125942,122186,94076,149729,2316237
1990,Australia / New Zealand,43726,111115,149934,188743,270036,370935,425747,430391,476071,421690,347689,295555,266233,244378,178585,252432,4473260,22544,57164,77677,97145,135688,183116,212360,214415,244136,223430,187316,158591,143647,124160,85801,104229,2271419,21182,53951,72257,91598,134348,187819,213387,215976,231935,198260,160373,136964,122586,120218,92784,148203,2201841
1990,Australia,33998,92271,129260,163141,236668,328204,380707,385653,427063,380996,311763,262892,233364,215590,157210,216433,3955213,17608,47393,67132,84074,119448,162756,190364,192274,219099,202213,168370,141074,125341,109735,76014,90301,2013196,16390,44878,62128,79067,117220,165448,190343,193379,207964,178783,143393,121818,108023,105855,81196,126132,1942017
1990,New Zealand,9728,18844,20674,25602,33368,42731,45040,44738,49008,40694,35926,32663,32869,28788,21375,35999,518047,4936,9771,10545,13071,16240,20360,21996,22141,25037,21217,18946,17517,18306,14425,9787,13928,258223,4792,9073,10129,12531,17128,22371,23044,22597,23971,19477,16980,15146,14563,14363,11588,22071,259824
1990,Melanesia,5048,6108,5751,4983,5150,7071,8666,9645,9195,7531,6895,5539,4548,2110,1319,1641,91200,2539,3137,2978,2661,2778,3811,4717,5386,5255,4432,4141,3314,2685,1231,747,900,50712,2509,2971,2773,2322,2372,3260,3949,4259,3940,3099,2754,2225,1863,879,572,741,40488
1990,Fiji,934,806,736,756,961,1182,1224,1130,1033,974,873,833,669,459,310,403,13283,459,419,403,431,509,566,550,545,528,514,470,452,363,250,169,219,6847,475,387,333,325,452,616,674,585,505,460,403,381,306,209,141,184,6436
1990,New Caledonia,987,1843,2110,2024,1776,2269,3363,4149,4205,3183,3180,2937,2780,1108,753,1006,37673,509,960,1120,1093,969,1241,1823,2258,2310,1790,1839,1720,1619,643,426,565,20885,478,883,990,931,807,1028,1540,1891,1895,1393,1341,1217,1161,465,327,441,16788
1990,Papua New Guinea,2685,3070,2612,1926,1859,2773,3235,3648,3360,2916,2445,1504,896,446,195,140,33710,1347,1558,1300,992,1014,1571,1875,2162,2056,1847,1594,987,585,284,117,73,19362,1338,1512,1312,934,845,1202,1360,1486,1304,1069,851,517,311,162,78,67,14348
1990,Solomon Islands,242,220,152,158,387,604,577,465,371,295,282,187,143,56,33,54,4226,115,109,81,83,200,304,325,278,228,186,171,109,84,33,20,23,2349,127,111,71,75,187,300,252,187,143,109,111,78,59,23,13,31,1877
1990,Vanuatu,200,169,141,119,167,243,267,253,226,163,115,78,60,41,28,38,2308,109,91,74,62,86,129,144,143,133,95,67,46,34,21,15,20,1269,91,78,67,57,81,114,123,110,93,68,48,32,26,20,13,18,1039
1990,Micronesia,5148,6153,5650,7130,14559,15665,14418,11504,8914,6041,4407,3322,2423,1807,961,867,108969,2628,3178,2829,3677,7873,8247,8187,6903,5482,3817,2640,1914,1451,1091,507,434,60858,2520,2975,2821,3453,6686,7418,6231,4601,3432,2224,1767,1408,972,716,454,433,48111
1990,Guam,3651,4431,3996,4981,9239,9021,8032,6729,5381,3735,3016,2514,1982,1532,811,704,69755,1849,2283,2037,2785,5719,5094,4487,3873,3103,2204,1676,1372,1168,926,422,366,39364,1802,2148,1959,2196,3520,3927,3545,2856,2278,1531,1340,1142,814,606,389,338,30391
1990,Kiribati,193,245,283,269,204,193,188,163,139,85,66,53,31,21,14,15,2162,96,124,144,128,101,99,93,87,73,47,40,31,16,11,8,9,1107,97,121,139,141,103,94,95,76,66,38,26,22,15,10,6,6,1055
1990,Marshall Islands,85,64,52,59,107,148,166,141,110,72,48,35,29,20,9,13,1158,53,40,32,36,65,91,95,89,71,47,33,24,21,12,6,6,721,32,24,20,23,42,57,71,52,39,25,15,11,8,8,3,7,437
1990,Micronesia (Fed. States of),244,219,233,342,466,473,435,379,312,232,153,94,55,23,12,13,3685,119,107,89,122,210,285,294,268,222,160,99,58,35,15,8,8,2099,125,112,144,220,256,188,141,111,90,72,54,36,20,8,4,5,1586
1990,Nauru,199,162,141,149,253,354,370,331,267,183,127,92,72,51,28,36,2815,104,89,81,85,135,180,188,172,142,99,73,55,42,30,17,14,1506,95,73,60,64,118,174,182,159,125,84,54,37,30,21,11,22,1309
1990,Northern Mariana Islands,631,890,806,1173,3984,5039,4799,3394,2425,1553,894,482,220,148,80,75,26593,322,452,368,434,1472,2235,2751,2161,1671,1125,639,332,143,88,41,27,14261,309,438,438,739,2512,2804,2048,1233,754,428,255,150,77,60,39,48,12332
1990,Palau,145,142,139,157,306,437,428,367,280,181,103,52,34,12,7,11,2801,85,83,78,87,171,263,279,253,200,135,80,42,26,9,5,4,1800,60,59,61,70,135,174,149,114,80,46,23,10,8,3,2,7,1001
1990,Polynesia,3883,4981,5311,5225,6049,6338,6423,5427,4321,2925,2539,1659,1257,871,564,646,58419,2126,2729,2896,2824,3262,3480,3574,3094,2542,1766,1531,972,736,498,298,294,32622,1757,2252,2415,2401,2787,2858,2849,2333,1779,1159,1008,687,521,373,266,352,25797
1990,American Samoa,862,1449,1909,2189,2927,2849,2483,1812,1367,1026,823,530,417,276,197,167,21283,451,759,995,1114,1453,1450,1298,971,748,584,483,309,231,142,101,86,11175,411,690,914,1075,1474,1399,1185,841,619,442,340,221,186,134,96,81,10108
1990,Cook Islands,363,386,333,262,222,186,177,144,125,93,73,65,43,37,31,47,2587,198,213,186,144,121,101,97,84,77,57,44,38,25,19,16,23,1443,165,173,147,118,101,85,80,60,48,36,29,27,18,18,15,24,1144
1990,French Polynesia,1367,1807,1847,1887,2250,2713,3225,3035,2465,1536,1372,834,588,390,220,294,25830,801,1055,1078,1119,1356,1632,1901,1802,1513,972,851,495,367,253,117,132,15444,566,752,769,768,894,1081,1324,1233,952,564,521,339,221,137,103,162,10386
1990,Niue,62,61,59,48,35,35,38,32,22,17,15,11,10,7,4,5,461,27,28,30,26,19,18,20,20,15,11,10,8,6,3,2,2,245,35,33,29,22,16,17,18,12,7,6,5,3,4,4,2,3,216
1990,Samoa,514,521,479,320,216,197,205,162,144,94,109,88,94,68,64,82,3357,272,283,262,162,107,95,105,88,82,54,61,48,51,34,33,34,1771,242,238,217,158,109,102,100,74,62,40,48,40,43,34,31,48,1586
1990,Tokelau,37,52,50,29,22,19,14,10,8,8,6,4,4,3,2,2,270,19,29,26,15,12,11,9,7,6,6,4,3,2,1,0,0,150,18,23,24,14,10,8,5,3,2,2,2,1,2,2,2,2,120
1990,Tonga,444,369,303,259,242,224,206,174,142,112,104,94,83,73,37,45,2911,236,189,148,124,115,108,102,90,76,63,60,54,45,36,26,16,1488,208,180,155,135,127,116,104,84,66,49,44,40,38,37,11,29,1423
1990,Tuvalu,20,15,10,17,40,41,35,31,23,19,17,13,14,12,7,4,318,13,9,7,11,29,26,20,17,11,8,7,6,6,7,2,1,180,7,6,3,6,11,15,15,14,12,11,10,7,8,5,5,3,138
1990,Wallis and Futuna Islands,214,321,321,214,95,74,40,27,25,20,20,20,4,5,2,0,1402,109,164,164,109,50,39,22,15,14,11,11,11,3,3,1,0,726,105,157,157,105,45,35,18,12,11,9,9,9,1,2,1,0,676
1990,EUROPE AND NORTHERN AMERICA,1125086,2165151,3300542,4507386,6141097,7529425,7997818,7779555,7140290,6014985,5048316,4436197,3932066,3007855,2491605,4600497,77218639,578781,1110368,1698733,2331846,3175287,3877885,4077081,3930386,3567703,2966202,2442309,2068265,1733425,1312119,1023037,1722811,37616614,546305,1054783,1601809,2175540,2965810,3651540,3920737,3849169,3572587,3048783,2606007,2367932,2198641,1695736,1468568,2877686,39602025
1990,EUROPE,775738,1497445,2306560,2957373,3750360,4517125,4903926,4993691,4590914,3991623,3329514,3018906,2622264,2013018,1653491,2685515,49608231,400001,767951,1181081,1505584,1890385,2281408,2485843,2537006,2323767,1998523,1636988,1422118,1157812,877383,678961,974201,24119388,375737,729494,1125479,1451789,1859975,2235717,2418083,2456685,2267147,1993100,1692526,1596788,1464452,1135635,974530,1711314,25488843
1990,Eastern Europe,363009,734330,1175646,1355716,1542165,1757610,1925307,2124218,1996126,1845019,1446501,1426478,1250905,882097,785942,1384243,21995312,185780,374226,595725,682478,773736,879726,958275,1050903,971796,874068,653545,604922,497967,333142,282574,480837,10199700,177229,360104,579921,673238,768429,877884,967032,1073315,1024330,970951,792956,821556,752938,548955,503368,903406,11795612
1990,Belarus,28978,34514,53290,81508,105245,132520,127979,116022,97680,92580,85524,76842,65315,49361,32993,68626,1248977,15058,17475,26270,39298,49090,61237,59859,54842,45600,42960,40184,35819,30445,21689,10257,21938,572021,13920,17039,27020,42210,56155,71283,68120,61180,52080,49620,45340,41023,34870,27672,22736,46688,676956
1990,Bulgaria,1065,1121,1354,1570,2095,2267,2694,2794,2210,1459,885,615,449,289,273,370,21510,549,584,709,816,1073,1105,1211,1121,715,382,241,193,127,70,69,82,9047,516,537,645,754,1022,1162,1483,1673,1495,1077,644,422,322,219,204,288,12463
1990,Czechia,554,1409,2135,2399,3707,5388,7127,8112,8845,11070,10357,12720,9584,8516,8072,10399,110394,320,815,1237,1372,2109,3042,3971,4370,4713,5976,5769,7012,4788,4335,3692,3884,57405,234,594,898,1027,1598,2346,3156,3742,4132,5094,4588,5708,4796,4181,4380,6515,52989
1990,Hungary,11354,12284,16115,21363,27919,26982,25328,21684,18906,16723,17014,22456,21991,19294,20037,48060,347510,5979,6421,8344,10750,13566,12889,12112,10309,8768,7595,7696,10010,9293,7868,7752,16833,156185,5375,5863,7771,10613,14353,14093,13216,11375,10138,9128,9318,12446,12698,11426,12285,31227,191325
1990,Poland,16462,22790,25464,24386,30375,33944,37239,36844,38133,49972,103882,130674,142004,104534,106395,224673,1127771,7206,9963,11214,10946,13883,15508,16865,16890,18160,24377,49694,58690,61221,43146,41467,82946,482176,9256,12827,14250,13440,16492,18436,20374,19954,19973,25595,54188,71984,80783,61388,64928,141727,645595
1990,Republic of Moldova,15547,12436,17564,23784,25786,26148,30008,39346,50438,55729,50989,41813,35233,31284,29352,58705,544162,8375,6621,9250,12423,13300,13081,14324,18240,23008,24884,22087,17325,13633,11213,10097,20192,238053,7172,5815,8314,11361,12486,13067,15684,21106,27430,30845,28902,24488,21600,20071,19255,38513,306109
1990,Romania,828,329,349,534,770,668,962,1009,1185,9235,16845,19596,18183,19178,15772,30382,135825,421,180,187,266,374,413,598,505,609,4409,7888,8988,8136,8076,6318,10233,57601,407,149,162,268,396,255,364,504,576,4826,8957,10608,10047,11102,9454,20149,78224
1990,Russian Federation,199257,457043,747178,828805,946294,1067496,1129811,1249019,1114587,981690,603045,645978,544484,299907,259031,451323,11524948,103886,237898,388417,432130,497068,565480,601043,662367,583975,495221,284440,274780,208841,103182,81704,134990,5655422,95371,219145,358761,396675,449226,502016,528768,586652,530612,486469,318605,371198,335643,196725,177327,316333,5869526
1990,Slovakia,381,990,1149,1619,2121,2657,2844,3358,4498,3187,2676,3212,3634,3306,2231,3432,41295,195,504,578,813,1029,1236,1305,1579,2141,1491,1175,1339,1460,1319,822,1201,18187,186,486,571,806,1092,1421,1539,1779,2357,1696,1501,1873,2174,1987,1409,2231,23108
1990,Ukraine,88583,191414,311048,369748,397853,459540,561315,646030,659644,623374,555284,472572,410028,346428,311786,488273,6892920,43791,93765,149519,173664,182244,205735,246987,280680,284107,266773,234371,190766,160023,132244,120396,188538,2953603,44792,97649,161529,196084,215609,253805,314328,365350,375537,356601,320913,281806,250005,214184,191390,299735,3939317
1990,Northern Europe,110460,190662,231673,307689,463342,618159,677021,654919,598620,518829,498316,442365,416324,353809,253989,309428,6645605,56203,96270,116774,154056,219659,302452,335784,323438,289066,251446,246014,214895,192109,160513,108083,109659,3176421,54257,94392,114899,153633,243683,315707,341237,331481,309554,267383,252302,227470,224215,193296,145906,199769,3469184
1990,Channel Islands,535,964,1257,1782,4298,6585,6491,5990,5637,5900,5781,3964,3011,2606,2372,4487,61660,274,471,636,848,1819,3036,3113,2815,2766,2938,2898,2038,1473,1216,1045,1619,29005,261,493,621,934,2479,3549,3378,3175,2871,2962,2883,1926,1538,1390,1327,2868,32655
1990,Denmark,6499,12071,13191,16156,24314,29267,26768,21399,19491,16575,11727,8504,7340,6365,4833,10689,235189,3176,5712,6214,7344,12218,16471,14759,11008,10134,8951,5777,3673,2723,2085,1586,2580,114411,3323,6359,6977,8812,12096,12796,12009,10391,9357,7624,5950,4831,4617,4280,3247,8109,120778
1990,Estonia,4542,8140,10089,14288,19836,32364,38998,37309,28664,32855,38236,34090,33509,19441,12321,17315,381997,2303,4059,5127,9142,10891,16043,18777,17753,13473,15457,17249,14413,13006,6241,3982,3775,171691,2239,4081,4962,5146,8945,16321,20221,19556,15191,17398,20987,19677,20503,13200,8339,13540,210306
1990,Faroe Islands,227,306,394,458,550,588,427,328,341,260,121,88,49,50,46,52,4285,120,164,218,258,319,335,253,213,215,161,55,50,23,19,18,19,2440,107,142,176,200,231,253,174,115,126,99,66,38,26,31,28,33,1845
1990,Finland,2605,5978,7726,7083,6403,5748,5260,4136,3157,2783,1937,1541,1427,2048,1822,3601,63255,1323,3039,3934,3601,3328,3050,2854,2351,1867,1609,1033,748,577,841,644,883,31682,1282,2939,3792,3482,3075,2698,2406,1785,1290,1174,904,793,850,1207,1178,2718,31573
1990,Iceland,590,843,880,960,995,1100,925,825,590,480,380,286,244,150,126,210,9584,308,427,433,442,436,463,392,365,280,233,181,121,89,41,25,12,4248,282,416,447,518,559,637,533,460,310,247,199,165,155,109,101,198,5336
1990,Ireland,6406,13686,19314,27810,27843,26133,21763,18561,13457,11568,8715,7659,6560,5910,4802,7774,227961,3338,7128,10044,14178,13865,12824,10677,9133,6673,5754,4321,3752,3052,2675,2050,2629,112093,3068,6558,9270,13632,13978,13309,11086,9428,6784,5814,4394,3907,3508,3235,2752,5145,115868
1990,Isle of Man,446,1029,1493,1737,1951,2398,2693,2660,2420,2708,2463,2332,2292,1978,2082,4087,34769,231,530,767,873,952,1157,1317,1306,1179,1316,1192,1110,1029,913,941,1558,16371,215,499,726,864,999,1241,1376,1354,1241,1392,1271,1222,1263,1065,1141,2529,18398
1990,Latvia,1183,3687,8656,13776,16360,21998,35200,57278,72028,72445,66408,61736,58649,52931,50284,53388,646007,649,1990,4613,7301,8489,11020,17136,27619,34644,34346,31089,28393,25974,20909,18903,17725,290800,534,1697,4043,6475,7871,10978,18064,29659,37384,38099,35319,33343,32675,32022,31381,35663,355207
1990,Lithuania,8743,6843,7846,10006,15898,27654,35927,34973,30265,25691,23270,24750,32417,27310,22686,14979,349258,4727,3695,4214,5321,8299,14196,18228,17670,15121,12619,11145,11278,14069,11037,8078,4888,164585,4016,3148,3632,4685,7599,13458,17699,17303,15144,13072,12125,13472,18348,16273,14608,10091,184673
1990,Norway,5268,9422,9302,10692,18305,26094,24510,20168,17779,14094,8722,6697,6258,5941,3603,5732,192587,2769,4805,4610,5350,9570,14234,13504,11191,9895,7645,4455,3205,2668,2651,1386,1624,99562,2499,4617,4692,5342,8735,11860,11006,8977,7884,6449,4267,3492,3590,3290,2217,4108,93025
1990,Sweden,11037,21693,31601,45017,55800,76876,83275,81280,78664,66788,59425,50342,37695,30370,25478,33426,788767,4937,9583,13956,19830,24870,37312,42503,42537,41496,34284,30129,25132,19483,14101,10758,12174,383085,6100,12110,17645,25187,30930,39564,40772,38743,37168,32504,29296,25210,18212,16269,14720,21252,405682
1990,United Kingdom,62379,106000,119924,157924,270789,361354,394784,370012,326127,266682,271131,240376,226873,198709,123534,153688,3650286,32048,54667,62008,79568,124603,172311,192271,179477,151323,126133,136490,120982,107943,97784,58667,60173,1756448,30331,51333,57916,78356,146186,189043,202513,190535,174804,140549,134641,119394,118930,100925,64867,93515,1893838
1990,Southern Europe,130227,190129,273790,412138,465158,480339,411682,355756,299365,249536,233889,198989,181258,137508,119052,200855,4340439,69159,99502,141679,210327,232193,233570,194388,164268,137308,116862,111985,92022,79597,57149,48086,74520,2062991,61068,90627,132111,201811,232965,246769,217294,191488,162057,132674,121904,106967,101661,80359,70966,126335,2277448
1990,Albania,3268,3440,4155,4818,6429,6957,8264,8574,6782,4477,2716,1887,1377,886,838,1145,66013,1802,1914,2322,2675,3524,3654,4057,3818,2532,1416,885,688,463,263,257,309,30579,1466,1526,1833,2143,2905,3303,4207,4756,4250,3061,1831,1199,914,623,581,836,35434
1990,Andorra,991,1673,1919,1927,3136,4821,5035.000000000007,4275,3441,2466,2066,1856,1804,1195,886,1400,38891.00000000001,504,857,986,985,1622,2579,2762.0000000000036,2406,1948,1376,1126,991,955,694,465,734,20990.000000000004,487,816,933,942,1514,2242,2273.0000000000036,1869,1493,1090,940,865,849,501,421,666,17901.000000000004
1990,Bosnia and Herzegovina,2302,1363,1462,2191,2743,3460,4389,5398,5642,5465,4823,4572,4135,3308,1899,2848,56000,1279,753,802,1154,1342,1595,1991,2500,2639,2574,2281,2165,1878,1503,833,1249,26538,1023,610,660,1037,1401,1865,2398,2898,3003,2891,2542,2407,2257,1805,1066,1599,29462
1990,Croatia,3787,7643,11452,16916,28626,45490,53983,55362,48793,36787,45347,38614,31226,21580,10771,19061,475438,1952,3886,5853,8354,12406,19901,24921,26350,23352,18567,23757,19868,14700,8567,3895,6202,222531,1835,3757,5599,8562,16220,25589,29062,29012,25441,18220,21590,18746,16526,13013,6876,12859,252907
1990,Gibraltar,589,522,505,520,813,1105,1135,985,812,577,418,297,208,104,52,67,8709,302,264,250,253,394,556,580,524,443,319,233,166,117,59,30,38,4528,287,258,255,267,419,549,555,461,369,258,185,131,91,45,22,29,4181
1990,Greece,35348,43052,52232,51797,55400,63320,57668,50387,45287,36412,32419,25822,22393,9090,9063,28449,618139,20794,24738,29362,28662,29455,31580,27705,24684,23454,19770,18347,14760,12317,5070,4774,14566,330038,14554,18314,22870,23135,25945,31740,29963,25703,21833,16642,14072,11062,10076,4020,4289,13883,288101
1990,Holy See,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,768,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,376,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,392
1990,Italy,41476,58239,87562,136741,180838,187330,142019,101986,74671,62324,63291,54890,55835,51469,52123,77425,1428219,20887,29294,44027,68926,90952,92430,66855,44022,29448,23964,26022,22000,20942,19999,19684,22962,642414,20589,28945,43535,67815,89886,94900,75164,57964,45223,38360,37269,32890,34893,31470,32439,54463,785805
1990,Malta,580,1489,1599,1739,1989,1568,1145,809,728,623,482,475,444,393,507,507,15077,304,768,805,844,921,690,492,364,335,284,211,204,189,170,217,214,7012,276,721,794,895,1068,878,653,445,393,339,271,271,255,223,290,293,8065
1990,Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,North Macedonia,3229,2356,1612,2993,4856,5206,6585,8144,8841,9422,10388,9944,7862,5643,4289,3772,95142,1674,1212,797,1353,1976,2072,2668,3382,3706,3972,4370,4154,3276,2263,1549,1237,39661,1555,1144,815,1640,2880,3134,3917,4762,5135,5450,6018,5790,4586,3380,2740,2535,55481
1990,Portugal,7699,19336,38894,89822,67039,46853,39681,31609,20774,14992,13524,12705,11463,6431,6409,8551,435782,3933,9857,19710,45136,33413,23051,19185,14884,9608,6815,6061,5552,4853,2589,2341,2934,209922,3766,9479,19184,44686,33626,23802,20496,16725,11166,8177,7463,7153,6610,3842,4068,5617,225860
1990,San Marino,156,160,157,155,297,469,492,405,312,213,164,117,85,51,32,45,3310,76,79,78,78,150,236,255,217,174,121,92,65,46,27,16,18,1728,80,81,79,77,147,233,237,188,138,92,72,52,39,24,16,27,1582
1990,Serbia,2758,3572,4122,5009,5349,6298,7468,8727,9519,10235,8391,5721,5474,3833,5228,7565,99269,1494,1928,2201,2613,2692,3050,3529,4103,4504,4881,4014,2353,2185,1502,2317,3346,46712,1264,1644,1921,2396,2657,3248,3939,4624,5015,5354,4377,3368,3289,2331,2911,4219,52557
1990,Slovenia,865,1686,2888,4253,6872,10197,12975,19909,25752,26906,18227,12950,11925,9116,6051,7505,178077,450,819,1349,2069,3567,5443,6046,9275,12620,14613,9875,6963,6600,4705,2596,2524,89514,415,867,1539,2184,3305,4754,6929,10634,13132,12293,8352,5987,5325,4411,3455,4981,88563
1990,Spain,27179,45598,65231,93257,100771,97265,70843,59186,48011,38637,31633,29139,27027,24409,20904,42515,821605,13708,23133,33137,47225,49779,46733,33342,27739,22545,18190,14711,12093,11076,9738,9112,18187,390448,13471,22465,32094,46032,50992,50532,37501,31447,25466,20447,16922,17046,15951,14671,11792,24328,431157
1990,Western Europe,172042,382324,625451,881830,1279695,1661017,1889916,1858798,1696803,1378239,1150808,951074,773777,639604,494508,790989,16626875,88859,197953,326903,458723,664797,865660,997396,998397,925597,756147,625444,510279,388139,326579,240218,309185,8680276,83183,184371,298548,423107,614898,795357,892520,860401,771206,622092,525364,440795,385638,313025,254290,481804,7946599
1990,Austria,11972,23419,34037,41609,49857,67432,81063,80288,72062,64873,59213,51290,47546,38896,18155,51527,793239,5889,11623,17020,20442,23590,31451,39141,40372,36449,32209,28931,24116,20277,14441,6488,15848,368287,6083,11796,17017,21167,26267,35981,41922,39916,35613,32664,30282,27174,27269,24455,11667,35679,424952
1990,Belgium,25996,62949,85278,102661,111358,120792,119705,112616,99179,84582,86171,80945,68623,46065,33168,40495,1280583,12474,30054,40531,48888,54415,61929,64269,61932,54676,46098,46238,43044,34316,23587,16125,15967,654543,13522,32895,44747,53773,56943,58863,55436,50684,44503,38484,39933,37901,34307,22478,17043,24528,626040
1990,France,47422,104636,170716,235088,327774,456850,598549,641332,622080,505276,434833,390533,350467,299632,251566,460513,5897267,24640,53835,87111,119244,164136,225744,296833,329241,335439,282529,244166,214621,174562,154499,119194,173582,2999376,22782,50801,83605,115844,163638,231106,301716,312091,286641,222747,190667,175912,175905,145133,132372,286931,2897891
1990,Germany,39982,110951,232431,355528,557676,704328,777660,748673,642719,502780,359842,275879,192915,158158,125510,151149,5936181,22880,63312,132072,198576,305310,383377,428282,419076,360898,279355,198831,153211,107102,90963,72845,77038,3293128,17102,47639,100359,156952,252366,320951,349378,329597,281821,223425,161011,122668,85813,67195,52665,74111,2643053
1990,Liechtenstein,801,797,768,759,945,1067,1043,976,932,872,633,359,271,281,151,251,10906,431,431,412,394,468,518,520,536,556,549,407,224,160,155,76,119,5956,370,366,356,365,477,549,523,440,376,323,226,135,111,126,75,132,4950
1990,Luxembourg,2936,3806,4205,5237,9135,12561,12998,12034,11963,8949,7564,5964,5219,3591,2757,4876,113795,1485,1919,2120,2620,4544,6248,6587,6220,6337,4730,3894,2953,2272,1570,1070,1493,56062,1451,1887,2085,2617,4591,6313,6411,5814,5626,4219,3670,3011,2947,2021,1687,3383,57733
1990,Monaco,490,515,543,635,849,1164,1448,1591,1611,1560,1661,1548,1346,1481,1303,2614,20359,242,256,270,308,399,544,686,767,794,774,813,734,613,647,551,1073,9471,248,259,273,327,450,620,762,824,817,786,848,814,733,834,752,1541,10888
1990,Netherlands,21346,39107,53815,85023,116137,138857,134312,117471,109970,81889,74291,50483,41272,42744,31831,43715,1182263,9909,18116,24812,39310,55328,69271,70356,63127,59199,43654,38928,26225,21105,21353,13918,17732,592343,11437,20991,29003,45713,60809,69586,63956,54344,50771,38235,35363,24258,20167,21391,17913,25983,589920
1990,Switzerland,21097,36144,43658,55290,105964,157966,163138,143817,136287,127458,126600,94073,66118,48756,30067,35849,1392282,10909,18407,22555,28941,56607,86578,90722,77126,71249,66249,63236,45151,27732,19364,9951,6333,701110,10188,17737,21103,26349,49357,71388,72416,66691,65038,61209,63364,48922,38386,29392,20116,29516,691172
1990,NORTHERN AMERICA,349348,667706,993982,1550013,2390737,3012300,3093892,2785864,2549376,2023362,1718802,1417291,1309802,994837,838114,1914982,27610408,178780,342417,517652,826262,1284902,1596477,1591238,1393380,1243936,967679,805321,646147,575613,434736,344076,748610,13497226,170568,325289,476330,723751,1105835,1415823,1502654,1392484,1305440,1055683,913481,771144,734189,560101,494038,1166372,14113182
